identity_key,candidate_cluster,candidate_state,human_intent,review_note
alternate_ass_size_(larger),GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
alternate_pectoral_size,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
animal_genitalia_on_humanoid,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
aqua_tongue,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
arched_soles,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
armpit_crease,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
armpit_hair,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
armpit_stubble,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
armpits,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
ass,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
ass_blush,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
ass_expansion,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
ass_hair,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
ass_ripple,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
bandage_on_chest,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
bandage_on_thigh,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
bandaged_chest,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
bandaged_foot,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
bandaged_stomach,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
bandaged_waist,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
bandages_over_mouth,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
bandaid_on_ass,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
bandaid_on_chest,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
bandaid_on_foot,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
bandaid_on_hip,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
bandaid_on_stomach,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
bandaid_on_thigh,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
barbed_tongue,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
belly,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
between_buttocks,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
between_feet,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
between_pectorals,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
between_thighs,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
between_toes,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
big_belly,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
big_mouth,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
bite_mark_on_chest,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
bite_mark_on_pectorals,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
bite_mark_on_stomach,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
bite_mark_on_thigh,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
blonde_armpit_hair,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
blue_tongue,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
bruise_on_chest,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
bruise_on_stomach,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
bulge,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
burnt_tongue,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
butt_crack,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
cat's_tongue,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
cat_feet,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
cheek_bulge,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
chest_blush,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
chest_eye,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
chest_freckles,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
chest_fur,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
chest_hair,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
chest_hair_peek,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
chest_markings,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
chest_mouth,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
chest_spike,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
chest_tattoo,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
chest_tuft,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
cinderella_bust,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
clawed_feet,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
clenched_butt,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
colored_armpit_hair,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
colored_tongue,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
curvy,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
dirty_feet,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V66_BATCH1,,
