identity_key,candidate_cluster,candidate_state,human_intent,review_note
accidental_pervert,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V75_BATCH1,,
accidental_touch,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V75_BATCH1,,
adjusting_another's_clothes,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V75_BATCH1,,
adjusting_another's_eyewear,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V75_BATCH1,,
adjusting_another's_hair,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V75_BATCH1,,
adjusting_buruma,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V75_BATCH1,,
adjusting_hair,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V75_BATCH1,,
adjusting_hair_ornament,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V75_BATCH1,,
adjusting_neck_ribbon,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V75_BATCH1,,
adjusting_shorts,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V75_BATCH1,,
adjusting_skirt,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V75_BATCH1,,
animal_around_neck,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V75_BATCH1,,
animal_in_mouth,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V75_BATCH1,,
animal_on_arm,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V75_BATCH1,,
animal_on_ass,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V75_BATCH1,,
animal_on_back,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V75_BATCH1,,
animal_on_chest,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V75_BATCH1,,
animal_on_face,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V75_BATCH1,,
animal_on_finger,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V75_BATCH1,,
animal_on_hand,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V75_BATCH1,,
animal_on_head,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V75_BATCH1,,
animal_on_leg,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V75_BATCH1,,
animal_on_shoulder,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V75_BATCH1,,
animal_on_stomach,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V75_BATCH1,,
apple_on_head,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V75_BATCH1,,
arm_around_another's_back,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V75_BATCH1,,
arm_around_another's_waist,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V75_BATCH1,,
arm_around_neck,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V75_BATCH1,,
arm_around_shoulder,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V75_BATCH1,,
