identity_key,boundary_flags,candidate_state
dancing,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
dangling,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
dashing,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
dhyana_mudra,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
dio_brando's_pose,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
dip_(dance_move),,CLEAN_FOR_FRESH_HOLDOUT_V14_2
disappearing,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
dodging,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
dogeza,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
dojikko_pose,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
double_biceps_pose,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
double_inward_v,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
double_l,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
double_middle_w,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
double_v,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
double_w,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
downward_dog,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
dragging,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
drifting,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
dropkick,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
dropping,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
ducking,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
dynamic_pose,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
ear_wiggle,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
elbow_rest,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
en_pointe,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
face_down,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
fainting,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
fallen_down,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
falling,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
feet_up,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
feet_up_heels_up,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
feigning_sleep,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
fetal_position,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
fidgeting,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
fifth_position_of_the_arms,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
fighting_stance,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
flailing,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
flapping,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
fleeing,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
flexing,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
flexing_pectorals,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
floating,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
floating_character,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
flying,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
flying_kick,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
foot_dangle,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
foot_up_heel_up,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
fourth_position_of_the_arms,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
freefall,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
front_sitting_split,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
frontbend,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
ga_rune_pose,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
gangsta_hold,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
gathers,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
gatotsu_stance,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
gattai,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
gendou_pose,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
german_suplex,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
getting_up,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
ghost_pose,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
giorno_giovanna's_pose,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
girly_running,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
gliding,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
ground_pound,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
group_pose,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
gunbuster_pose,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
gunkata,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
gymnastics,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
haigure_pose,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
half_lotus_position,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
hand_up,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
hand_wave,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
hands_clasped_in_delight,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
hands_up,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
handstand,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
hanged,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
hanging,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
hanging_legs,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
hatching,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
head_and_hip_pose,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
head_arms,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
headbanging,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
heads_together,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
headstand,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
heel_pop,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
heel_stretch,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
heel_up,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
helltaker_dance,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
henshin_pose,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
higashikata_josuke's_pose,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
high_jump,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
high_kick,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
hopping,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
horns_pose,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
horse_pose,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
hoshino_ai's_pose,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
hoshino_ruby_dance,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
hover_hand,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
howl_and_sophie_airwalking,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
huddle,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
hula,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
hula_hoop,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
human_pyramid,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
human_stacking,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
human_tower,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
hunchback,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
hunched_over,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
idle_animation,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
imitating,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
immobilization,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
