identity_key,general_path,confidence,risk_tokens,candidate_class
chest_strap,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
chestnut,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
chesto_berry,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
chevrolet,OBJECT_PROP/VEHICLE,HIGH,,NON_SEXUAL
chevrolet_camaro,OBJECT_PROP/VEHICLE,HIGH,,NON_SEXUAL
chevrolet_corvette,OBJECT_PROP/VEHICLE,HIGH,,NON_SEXUAL
chewing_gum,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
cheytac_m200,OBJECT_PROP/WEAPON,HIGH,,NON_SEXUAL
chi-hatan_military_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
chi-hatan_school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
chi_xiao_(arknights),OBJECT_PROP/WEAPON,HIGH,,NON_SEXUAL
chiappa_rhino,OBJECT_PROP/WEAPON,HIGH,,NON_SEXUAL
chibigurumi,OBJECT_PROP/DAILY,MEDIUM,,NON_SEXUAL
chick_hair_ornament,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
chicken-mushroom_skewer_(genshin_impact),OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
chicken_(food),OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
chicken_boy,PERSON_COUNT,HIGH,,NON_SEXUAL
chicken_costume,CLOTHING/COSTUME,HIGH,,NON_SEXUAL
chicken_girl,PERSON_COUNT,HIGH,,NON_SEXUAL
chicken_leg,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
chicken_mask,CLOTHING/COSTUME,HIGH,,NON_SEXUAL
chicken_nuggets,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
chicken_sandwich,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
chicken_wing,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
chiester_sisters,PERSON_COUNT,HIGH,,NON_SEXUAL
chiffon_cake,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
chihaya_(clothing),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
chijo,PERSON_COUNT,HIGH,,NON_SEXUAL
chikage_(bloodborne),OBJECT_PROP/WEAPON,HIGH,,NON_SEXUAL
chikuwa,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
child,PERSON_COUNT,HIGH,,NON_SEXUAL
children's_book,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
chili_dog,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
chili_pepper,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
chilla_(arms),OBJECT_PROP/WEAPON,HIGH,,NON_SEXUAL
chimame-tai,PERSON_COUNT,HIGH,,NON_SEXUAL
chin_guard,CLOTHING/COSTUME,HIGH,,NON_SEXUAL
chin_piercing,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
chinchilla_girl,PERSON_COUNT,HIGH,,NON_SEXUAL
chinese_armor,CLOTHING/COSTUME,HIGH,,NON_SEXUAL
chinese_food,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
chinese_hairpin,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
chinese_hat,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
chinese_knot,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
chinese_spoon,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
chinese_track_school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
chinese_wedding,CLOTHING/COSTUME,MEDIUM,,NON_SEXUAL
chinstrap,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
chipmunk_costume,CLOTHING/COSTUME,HIGH,,NON_SEXUAL
chipmunk_girl,PERSON_COUNT,HIGH,,NON_SEXUAL
chipped_sword,OBJECT_PROP/WEAPON,HIGH,,NON_SEXUAL
chips_(food),OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
chisel,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
chiss,PERSON_COUNT,HIGH,,NON_SEXUAL
chloe_von_einzbern_(archer_install)_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
chloroform,OBJECT_PROP,HIGH,,NON_SEXUAL
choco_fashion,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
choco_girl,PERSON_COUNT,HIGH,,NON_SEXUAL
chocoboo,OBJECT_PROP/FOOD,MEDIUM,,NON_SEXUAL
chocolate,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
chocolate_banana,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
chocolate_bar,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
chocolate_cake,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
chocolate_chip,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
chocolate_chip_cookie,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
chocolate_cornet,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
chocolate_donut,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
chocolate_fountain,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
chocolate_hair_ornament,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
chocolate_icing,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
chocolate_making,ACTION_CONTACT/OBJECT_USE,HIGH,,NON_SEXUAL
chocolate_statue,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
chocolate_strawberry,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
chocolate_syrup,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
chocolate_truffle,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
choice_scarf,OBJECT_PROP,HIGH,,NON_SEXUAL
choice_specs,OBJECT_PROP,HIGH,,NON_SEXUAL
choir,PERSON_COUNT,HIGH,,NON_SEXUAL
choir_outfit_(utdr),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
choker,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
choker_jewel,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
choko_(cup),OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
chokutou,OBJECT_PROP/WEAPON,HIGH,,NON_SEXUAL
chopped_spring_onion,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
chopping,ACTION_CONTACT/OBJECT_USE,HIGH,,NON_SEXUAL
chopstick_rest,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
chopsticks,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
choshanland_plushy_(arknights),OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
choujuu_gigaku,PERSON_COUNT,HIGH,,NON_SEXUAL
chouzetsusaikawa_tenshi-chan_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
christmas_cake,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
christmas_ornaments,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
christmas_ornaments_in_hair,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
christmas_present,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
christmas_star,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
christmas_stocking,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
christmas_tree_costume,CLOTHING/COSTUME,HIGH,,NON_SEXUAL
christmas_tree_hair_ornament,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
christmas_wreath,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
chronal_accelerator_(overwatch),OBJECT_PROP,HIGH,,NON_SEXUAL
chrysos_heirs_(honkai:_star_rail),PERSON_COUNT,HIGH,,NON_SEXUAL
chrysos_heirs_school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
chui_(weapon),OBJECT_PROP/WEAPON,HIGH,,NON_SEXUAL
chullo,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
chun-li_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
chuo_academy_school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
chuo_tanegashima_high_school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
chupa_chups,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
church_bell,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
churchill_(tank),OBJECT_PROP/VEHICLE,HIGH,,NON_SEXUAL
churro,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
ciao_churu,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
cigar,OBJECT_PROP,HIGH,,NON_SEXUAL
cigarette,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
cigarette_holder,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
cigarette_pack,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
cinder_block,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
cinderella_(fairy_tale_character)_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
cinderella_dream_(idolmaster),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
cinnamon_roll,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
cinnamon_stick,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
cinnamoroll_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
cinq_association_east_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
cinq_association_south_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
cinq_association_west_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
circlet,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
circuit_board,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
circular_saw,OBJECT_PROP,HIGH,,NON_SEXUAL
cirno_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
citroen,OBJECT_PROP/VEHICLE,HIGH,,NON_SEXUAL
clacker,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
clam_shell,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
clam_shell_ornament,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
clapperboard,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
clarent_(fate),OBJECT_PROP/WEAPON,HIGH,,NON_SEXUAL
clarinet,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
clasp,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
class_card_(prisma_illya),OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
classic_lolita,CLOTHING/COSTUME,HIGH,,NON_SEXUAL
claw_(weapon),OBJECT_PROP/WEAPON,HIGH,,NON_SEXUAL
claw_foot_bathtub,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
claw_hair_clip,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
claw_hammer,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
claw_ring,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
clawed_gauntlets,CLOTHING/COSTUME,HIGH,,NON_SEXUAL
clay,OBJECT_PROP,HIGH,,NON_SEXUAL
claymore_(mine),OBJECT_PROP/WEAPON,HIGH,,NON_SEXUAL
claymore_(sword),OBJECT_PROP/WEAPON,HIGH,,NON_SEXUAL
cleaning,ACTION_CONTACT/OBJECT_USE,HIGH,,NON_SEXUAL
cleaning_brush,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
cleaning_eyewear,ACTION_CONTACT/OBJECT_USE,HIGH,,NON_SEXUAL
cleaning_gun,ACTION_CONTACT/OBJECT_USE,HIGH,,NON_SEXUAL
cleaning_pool,ACTION_CONTACT/OBJECT_USE,HIGH,,NON_SEXUAL
cleaning_rag,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
cleaning_rod,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
cleaning_weapon,ACTION_CONTACT/OBJECT_USE,HIGH,,NON_SEXUAL
cleaning_windows,ACTION_CONTACT/OBJECT_USE,HIGH,,NON_SEXUAL
clear_card,OBJECT_PROP,HIGH,,NON_SEXUAL
clear_file_(medium),OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
clear_marine_calm_(idolmaster),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
cleaver,OBJECT_PROP/WEAPON,HIGH,,NON_SEXUAL
cleric,PERSON_COUNT,HIGH,,NON_SEXUAL
clima-tact,OBJECT_PROP/WEAPON,MEDIUM,,NON_SEXUAL
clip_(weapon),OBJECT_PROP/WEAPON,HIGH,,NON_SEXUAL
clipboard,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
clippers,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
cloche_hat,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
clock,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
clock_hair_ornament,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
clock_hands,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
clock_hat_ornament,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
clock_necklace,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
clone,PERSON_COUNT,HIGH,,NON_SEXUAL
clone_trooper,PERSON_COUNT,MEDIUM,,NON_SEXUAL
closed_umbrella,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
closing_book,ACTION_CONTACT/OBJECT_USE,HIGH,,NON_SEXUAL
closing_door,ACTION_CONTACT/OBJECT_USE,HIGH,,NON_SEXUAL
clothed_animal,CLOTHING/COSTUME,MEDIUM,,NON_SEXUAL
clothed_pokemon,CLOTHING/COSTUME,MEDIUM,,NON_SEXUAL
clothed_robot,CLOTHING/COSTUME,MEDIUM,,NON_SEXUAL
clothesline,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
cloud_hair_ornament,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
cloud_strife_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
clover_brooch,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
clover_earrings,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
clover_hair_ornament,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
clover_ornament,CLOTHING/ACCESSORY,MEDIUM,,NON_SEXUAL
clover_pin,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
clow_card,OBJECT_PROP/DAILY,MEDIUM,,NON_SEXUAL
clown,PERSON_COUNT,HIGH,,NON_SEXUAL
clown_mask,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
clownpiece_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
club_(weapon),OBJECT_PROP/WEAPON,HIGH,,NON_SEXUAL
club_hair_ornament,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
clutch_purse,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
coach,PERSON_COUNT,HIGH,,NON_SEXUAL
coal,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
coaster,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
coat_rack,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
cocaine,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
cockade,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
cocked_hammer,ACTION_CONTACT/OBJECT_USE,HIGH,,NON_SEXUAL
cocking_gun,ACTION_CONTACT/OBJECT_USE,HIGH,,NON_SEXUAL
cockroach_girl,PERSON_COUNT,MEDIUM,,NON_SEXUAL
cocktail,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
cocktail_glass,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
cocktail_shaker,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
cocktail_umbrella,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
coconut,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
coconut_cup,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
coffee_beans,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
coffee_filter,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
coffee_grinder,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
coffee_maker,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
coffee_mug,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
coffee_pot,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
coffee_siphon,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
coffin,OBJECT_PROP,HIGH,,NON_SEXUAL
coif,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
coil,OBJECT_PROP,MEDIUM,,NON_SEXUAL
coiled_cord,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
coin,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
coin_(ornament),CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
coin_hair_ornament,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
coin_mask,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
coin_purse,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
coin_slot,OBJECT_PROP,HIGH,,NON_SEXUAL
coin_stack,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
coin_sword,OBJECT_PROP/WEAPON,HIGH,,NON_SEXUAL
coke-bottle_glasses,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
cola,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
cold_pack,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
collared_cape,CLOTHING/COSTUME,HIGH,,NON_SEXUAL
collared_capelet,CLOTHING/COSTUME,HIGH,,NON_SEXUAL
collared_cloak,CLOTHING/COSTUME,HIGH,,NON_SEXUAL
colonel_sanders_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
color_picker,OBJECT_PROP,MEDIUM,,NON_SEXUAL
colored_eyepatch,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
colored_pencil,OBJECT_PROP,HIGH,,NON_SEXUAL
colt_1851_navy,OBJECT_PROP/WEAPON,HIGH,,NON_SEXUAL
colt_9mm_smg,OBJECT_PROP/WEAPON,HIGH,,NON_SEXUAL
colt_commando,OBJECT_PROP/WEAPON,HIGH,,NON_SEXUAL
colt_python,OBJECT_PROP/WEAPON,HIGH,,NON_SEXUAL
colt_single_action_army,OBJECT_PROP/WEAPON,HIGH,,NON_SEXUAL
columbina_(genshin_impact)_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
comb,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
combat_helmet,CLOTHING/COSTUME,HIGH,,NON_SEXUAL
combat_knife,OBJECT_PROP/WEAPON,HIGH,,NON_SEXUAL
combat_ship_(eve_online),OBJECT_PROP/VEHICLE,HIGH,,NON_SEXUAL
combination_wrench,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
comedy_and_tragedy_masks,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
comforter,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
comp_(megami_tensei),OBJECT_PROP,MEDIUM,,NON_SEXUAL
compact_(cosmetics),OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
compass,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
compass_(instrument),OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
compass_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
competition_school_swimsuit,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
completionist_cape_(runescape),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
compound_bow,OBJECT_PROP/WEAPON,HIGH,,NON_SEXUAL
computer,OBJECT_PROP,MEDIUM,,NON_SEXUAL
computer_chip,OBJECT_PROP,MEDIUM,,NON_SEXUAL
computer_fan,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
computer_keyboard,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
computer_mouse,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
computer_tower,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
concealed_weapon,OBJECT_PROP/WEAPON,MEDIUM,,NON_SEXUAL
conch,OBJECT_PROP/DAILY,MEDIUM,,NON_SEXUAL
condenser_unit,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
condiment_packet,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
conductor,PERSON_COUNT,MEDIUM,,NON_SEXUAL
conductor_baton,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
confetti,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
confetti_ball,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
constellation_hair_ornament,CLOTHING/ACCESSORY,MEDIUM,,NON_SEXUAL
construction_worker,PERSON_COUNT,MEDIUM,,NON_SEXUAL
contrast_lapels,CLOTHING/ACCESSORY,MEDIUM,,NON_SEXUAL
contrast_suspenders,CLOTHING/ACCESSORY,MEDIUM,,NON_SEXUAL
control_bar,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
control_rod_(touhou),OBJECT_PROP/WEAPON,MEDIUM,,NON_SEXUAL
control_stick,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
controller,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
controller_hair_ornament,CLOTHING/ACCESSORY,MEDIUM,,NON_SEXUAL
convertible,OBJECT_PROP/VEHICLE,HIGH,,NON_SEXUAL
conveyor_belt,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
conveyor_belt_sushi,OBJECT_PROP/FOOD,MEDIUM,,NON_SEXUAL
convoy,OBJECT_PROP/VEHICLE,HIGH,,NON_SEXUAL
cook,PERSON_COUNT,MEDIUM,,NON_SEXUAL
cookbook,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
cookie,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
cookie_cutter,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
cookie_hair_ornament,CLOTHING/ACCESSORY,MEDIUM,,NON_SEXUAL
cookie_jar,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
cooking_oil,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
cooking_pot,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
cooler,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
coral_hair_ornament,CLOTHING/ACCESSORY,MEDIUM,,NON_SEXUAL
corded_phone,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
cordless_phone,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
core_drill,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
cork,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
cork_gun,OBJECT_PROP/WEAPON,MEDIUM,,NON_SEXUAL
corked_bottle,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
corkscrew,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
corn,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
corn_cob,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
corn_dog,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
corrugated_galvanized_iron_sheet,OBJECT_PROP/DAILY,MEDIUM,,NON_SEXUAL
cosplay,CLOTHING/COSTUME,MEDIUM,,NON_SEXUAL
cotton_ball,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
cotton_candy,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
cotton_swab,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
couch,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
countdown_timer,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
counter,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
country_lolita,CLOTHING/COSTUME,HIGH,,NON_SEXUAL
coupon,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
cousins,PERSON_COUNT,HIGH,,NON_SEXUAL
covenant_halo_(girls'_frontline_2),CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
cow_boy,PERSON_COUNT,HIGH,,NON_SEXUAL
cow_costume,CLOTHING/COSTUME,HIGH,,NON_SEXUAL
cow_ear_hairband,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
cow_girl,PERSON_COUNT,HIGH,,NON_SEXUAL
cow_hair_ornament,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
cow_hat,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
cow_hood,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
cow_mask,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
cow_print_bridal_gauntlets,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
cow_print_hairband,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
cow_print_shrug,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
cow_print_sleeves,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
cow_print_thighhighs,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
cow_print_wrist_cuffs,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
cowbell,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
cowboy,PERSON_COUNT,HIGH,,NON_SEXUAL
cowboy_hat,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
cowl,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
cowl_neck,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
coyote_boy,PERSON_COUNT,HIGH,,NON_SEXUAL
cpu,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
crab_girl,PERSON_COUNT,HIGH,,NON_SEXUAL
crab_hair_ornament,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
cracked_armor,CLOTHING/COSTUME,HIGH,,NON_SEXUAL
cracked_floor,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
cracked_glass,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
cracked_helmet,CLOTHING/COSTUME,HIGH,,NON_SEXUAL
cracked_kawaii_mask,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
cracked_mask,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
cracked_phone,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
cracked_shell,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
cracked_wall,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
cracker,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
cradle,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
crane_(machine),OBJECT_PROP/VEHICLE,HIGH,,NON_SEXUAL
crane_game,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
crank,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
crate,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
crayon,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
crazy_straw,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
cream,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
cream_puff,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
creamer_(vessel),OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
creamer_packet,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
creature_as_food,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
credit_card,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
