canonical_tag,v2_home,v3_state,v3_home,migration_state,difference_class,difference_detail,evidence_path
000_(path_to_nowhere),path_to_nowhere,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=FIRST_PARTY_REVIEWED; v2_provenance=P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,
001_(darling_in_the_franxx),darling_in_the_franxx,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,
10h_(nier_reincarnation),nier_reincarnation,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,
12f_(arknights),arknights,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,
210_(reverse:1999),reverse:1999,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=FIRST_PARTY_REVIEWED; v2_provenance=BATCH_A_REMAINING_7_SECOND_REVIEW_V2.csv; no validated v3 path to old HOME.,
2b_(nier:automata),nier:automata,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,
2p_(nier:automata),nier:automata,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,
37_(reverse:1999),reverse:1999,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=FIRST_PARTY_REVIEWED; v2_provenance=BATCH_A_REMAINING_7_SECOND_REVIEW_V2.csv; no validated v3 path to old HOME.,
6_(reverse:1999),reverse:1999,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=FIRST_PARTY_REVIEWED; v2_provenance=BATCH_A_REMAINING_7_SECOND_REVIEW_V2.csv; no validated v3 path to old HOME.,
6p62_(girls'_frontline),girls'_frontline,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,
88_flak_(ash_arms),ash_arms,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,
9a-91_(girls'_frontline),girls'_frontline,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,
9s_(nier:automata),nier:automata,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,
???_(assault_lily),assault_lily,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,
a'gen_(the_legend_of_luoxiaohei),the_legend_of_luo_xiaohei,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,
a-37_(mahjong_soul),mahjong_soul,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,
a-91_(girls'_frontline),girls'_frontline,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,
a-chan_(hololive),hololive,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,
a-chan_(little_busters!),little_busters!,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,
a-q_(madoka_magica),mahou_shoujo_madoka_magica,HOME_CONFIRMED,mahou_shoujo_madoka_magica,SAME_HOME,,Same HOME recovered through a validated v3 evidence path.,"[{""home"":""mahou_shoujo_madoka_magica"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-959824f3d95899c32b8bb91f"",""ev3-1eaaf2b1e146dd89654c2a4a""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""a-q_(madoka_magica)"",""object_key"":""madoka_magica"",""evidence_id"":""ev3-959824f3d95899c32b8bb91f""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""madoka_magica"",""object_key"":""mahou_shoujo_madoka_magica"",""evidence_id"":""ev3-1eaaf2b1e146dd89654c2a4a""}]}]"
a.k.i._(street_fighter),street_fighter,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=FIRST_PARTY_REVIEWED; v2_provenance=P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,
a2_(nier:automata),nier:automata,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,
a_(show_by_rock!!),show_by_rock!!,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,
a_(xenoblade),xenoblade_chronicles_(series),HOME_CONFIRMED,xenoblade_chronicles_(series),SAME_HOME,,Same HOME recovered through a validated v3 evidence path.,"[{""home"":""xenoblade_chronicles_(series)"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-55bdf2626e81ebe505fe027e"",""ev3-fec8f5df4fad665f366e5e9b""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""a_(xenoblade)"",""object_key"":""xenoblade"",""evidence_id"":""ev3-55bdf2626e81ebe505fe027e""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""xenoblade"",""object_key"":""xenoblade_chronicles_(series)"",""evidence_id"":""ev3-fec8f5df4fad665f366e5e9b""}]}]"
a_knight_(reverse:1999),reverse:1999,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=FIRST_PARTY_REVIEWED; v2_provenance=BATCH_A_REMAINING_7_SECOND_REVIEW_V2.csv; no validated v3 path to old HOME.,
aa-12_(girls'_frontline),girls'_frontline,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,
aak_(arknights),arknights,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,
aalto_(wuthering_waves),wuthering_waves,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,
aardwolf_(kemono_friends),kemono_friends,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=FIRST_PARTY_REVIEWED; v2_provenance=ROOT_REVIEW_BATCH_A_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,
aaron_(pokemon),pokemon,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,
aaron_huton_(cyphers),cyphers,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,
aatrox_(league),league_of_legends,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=FIRST_PARTY_REVIEWED; v2_provenance=P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,
abaddon_(haunted_hotel),haunted_hotel,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,
abarai_renji,bleach,HOME_CONFIRMED,bleach,SAME_HOME,,Same HOME recovered through a validated v3 evidence path.,"[{""home"":""bleach"",""kind"":""DIRECT_HOME"",""evidence_ids"":[""ev3-43f502625b7dab4fc1aa58f5""],""path_edges"":[{""relation_type"":""DIRECT_HOME"",""subject_key"":""abarai_renji"",""object_key"":""bleach"",""evidence_id"":""ev3-43f502625b7dab4fc1aa58f5""}]}]"
abbadomon_core,digimon,HOME_CONFIRMED,digimon,SAME_HOME,,Same HOME recovered through a validated v3 evidence path.,"[{""home"":""digimon"",""kind"":""DIRECT_HOME"",""evidence_ids"":[""ev3-6ff4e62719259d23c52b913c""],""path_edges"":[{""relation_type"":""DIRECT_HOME"",""subject_key"":""abbadomon_core"",""object_key"":""digimon"",""evidence_id"":""ev3-6ff4e62719259d23c52b913c""}]}]"
abby_(kpop_demon_hunters),kpop_demon_hunters,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,
abby_(wuthering_waves),wuthering_waves,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,
abe_(nikke),goddess_of_victory:_nikke,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=FIRST_PARTY_REVIEWED; v2_provenance=BATCH_A_REMAINING_7_SECOND_REVIEW_V2.csv; no validated v3 path to old HOME.,
abe_no_seimei_(onmyoji),onmyoji,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,
abel_(street_fighter),street_fighter,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=FIRST_PARTY_REVIEWED; v2_provenance=P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,
abercrombie_(azur_lane),azur_lane,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,
abigail_(black_survival),black_survival,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=FIRST_PARTY_REVIEWED; v2_provenance=P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,
abigail_(stardew_valley),stardew_valley,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,
abigail_williams_(fate),fate_(series),HOME_CONFIRMED,fate_(series),SAME_HOME,,Same HOME recovered through a validated v3 evidence path.,"[{""home"":""fate_(series)"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-30259f57b187dec873bfd0e9"",""ev3-ddf5e4b0ac2eb16bc7edfa87""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""abigail_williams_(fate)"",""object_key"":""fate"",""evidence_id"":""ev3-30259f57b187dec873bfd0e9""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""fate"",""object_key"":""fate_(series)"",""evidence_id"":""ev3-ddf5e4b0ac2eb16bc7edfa87""}]}]"
abomasnow,pokemon,HOME_CONFIRMED,pokemon,SAME_HOME,,Same HOME recovered through a validated v3 evidence path.,"[{""home"":""pokemon"",""kind"":""DIRECT_HOME"",""evidence_ids"":[""ev3-102b230a87b1a6f5c686babd""],""path_edges"":[{""relation_type"":""DIRECT_HOME"",""subject_key"":""abomasnow"",""object_key"":""pokemon"",""evidence_id"":""ev3-102b230a87b1a6f5c686babd""}]}]"
abra,pokemon,HOME_CONFIRMED,pokemon,SAME_HOME,,Same HOME recovered through a validated v3 evidence path.,"[{""home"":""pokemon"",""kind"":""DIRECT_HOME"",""evidence_ids"":[""ev3-5d7758feb32455e32795ed8d""],""path_edges"":[{""relation_type"":""DIRECT_HOME"",""subject_key"":""abra"",""object_key"":""pokemon"",""evidence_id"":""ev3-5d7758feb32455e32795ed8d""}]}]"
absinthe_(arknights),arknights,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,
absol,pokemon,HOME_CONFIRMED,pokemon,SAME_HOME,,Same HOME recovered through a validated v3 evidence path.,"[{""home"":""pokemon"",""kind"":""DIRECT_HOME"",""evidence_ids"":[""ev3-2fde00d5ed71bcfe1955a1ec""],""path_edges"":[{""relation_type"":""DIRECT_HOME"",""subject_key"":""absol"",""object_key"":""pokemon"",""evidence_id"":""ev3-2fde00d5ed71bcfe1955a1ec""}]}]"
abstraction_(the_amazing_digital_circus),the_amazing_digital_circus,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,
abukuma_(kancolle),kantai_collection,HOME_CONFIRMED,kantai_collection,SAME_HOME,,Same HOME recovered through a validated v3 evidence path.,"[{""home"":""kantai_collection"",""kind"":""DIRECT_HOME"",""evidence_ids"":[""ev3-acc597bffeb5417e309a48ad""],""path_edges"":[{""relation_type"":""DIRECT_HOME"",""subject_key"":""abukuma_(kancolle)"",""object_key"":""kantai_collection"",""evidence_id"":""ev3-acc597bffeb5417e309a48ad""}]},{""home"":""kantai_collection"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-16af5605fa5a26b187d5ecf6"",""ev3-1ad16c438c136c48d6cf9f43""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""abukuma_(kancolle)"",""object_key"":""kancolle"",""evidence_id"":""ev3-16af5605fa5a26b187d5ecf6""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""kancolle"",""object_key"":""kantai_collection"",""evidence_id"":""ev3-1ad16c438c136c48d6cf9f43""}]}]"
abukuma_kai_ni_(kancolle),kantai_collection,HOME_CONFIRMED,kantai_collection,SAME_HOME,,Same HOME recovered through a validated v3 evidence path.,"[{""home"":""kantai_collection"",""kind"":""DIRECT_HOME"",""evidence_ids"":[""ev3-88ddeffa0b70979db3f07bb0""],""path_edges"":[{""relation_type"":""DIRECT_HOME"",""subject_key"":""abukuma_kai_ni_(kancolle)"",""object_key"":""kantai_collection"",""evidence_id"":""ev3-88ddeffa0b70979db3f07bb0""}]},{""home"":""kantai_collection"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-f43d260ae41b128a6f22d4b0"",""ev3-1ad16c438c136c48d6cf9f43""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""abukuma_kai_ni_(kancolle)"",""object_key"":""kancolle"",""evidence_id"":""ev3-f43d260ae41b128a6f22d4b0""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""kancolle"",""object_key"":""kantai_collection"",""evidence_id"":""ev3-1ad16c438c136c48d6cf9f43""}]}]"
abyss_mage_(genshin_impact),genshin_impact,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=FIRST_PARTY_REVIEWED; v2_provenance=BATCH_A_REMAINING_7_SECOND_REVIEW_V2.csv; no validated v3 path to old HOME.,
abyssal_admiral_(kancolle),kantai_collection,HOME_CONFIRMED,kantai_collection,SAME_HOME,,Same HOME recovered through a validated v3 evidence path.,"[{""home"":""kantai_collection"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-71e76da3ab384dd96b78f056"",""ev3-1ad16c438c136c48d6cf9f43""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""abyssal_admiral_(kancolle)"",""object_key"":""kancolle"",""evidence_id"":""ev3-71e76da3ab384dd96b78f056""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""kancolle"",""object_key"":""kantai_collection"",""evidence_id"":""ev3-1ad16c438c136c48d6cf9f43""}]}]"
accelerator_(toaru_majutsu_no_index),toaru_majutsu_no_index,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,
accelgor,pokemon,HOME_CONFIRMED,pokemon,SAME_HOME,,Same HOME recovered through a validated v3 evidence path.,"[{""home"":""pokemon"",""kind"":""DIRECT_HOME"",""evidence_ids"":[""ev3-580761cc53545a2f9f5e6839""],""path_edges"":[{""relation_type"":""DIRECT_HOME"",""subject_key"":""accelgor"",""object_key"":""pokemon"",""evidence_id"":""ev3-580761cc53545a2f9f5e6839""}]}]"
ace_(arknights),arknights,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,
ace_trainer_(pokemon),pokemon,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,
acerola_(pokemon),pokemon,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,
acheron_(honkai:_star_rail),honkai:_star_rail,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,
achilles_(fate),fate_(series),HOME_CONFIRMED,fate_(series),SAME_HOME,,Same HOME recovered through a validated v3 evidence path.,"[{""home"":""fate_(series)"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-b55b344aba141fb22832ee22"",""ev3-ddf5e4b0ac2eb16bc7edfa87""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""achilles_(fate)"",""object_key"":""fate"",""evidence_id"":""ev3-b55b344aba141fb22832ee22""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""fate"",""object_key"":""fate_(series)"",""evidence_id"":""ev3-ddf5e4b0ac2eb16bc7edfa87""}]}]"
acid_(maimai),maimai_(game),HOME_CONFIRMED,maimai_(game),SAME_HOME,,Same HOME recovered through a validated v3 evidence path.,"[{""home"":""maimai_(game)"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-8ecc3f59a6d0090c3bc05fc8"",""ev3-634d5cabb5e0a5c85670bf21""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""acid_(maimai)"",""object_key"":""maimai"",""evidence_id"":""ev3-8ecc3f59a6d0090c3bc05fc8""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""maimai"",""object_key"":""maimai_(game)"",""evidence_id"":""ev3-634d5cabb5e0a5c85670bf21""}]}]"
aciddrop_(arknights),arknights,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,
acolyte_(ragnarok_online),ragnarok_online,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=FIRST_PARTY_REVIEWED; v2_provenance=P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,
acrobatic_silky_(dandadan),dandadan,HOME_UNRESOLVED,,V3_UNRESOLVED,EVIDENCE_MIGRATION_ERROR,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,
acura_(gunvolt),azure_striker_gunvolt,HOME_CONFIRMED,azure_striker_gunvolt,SAME_HOME,,Same HOME recovered through a validated v3 evidence path.,"[{""home"":""azure_striker_gunvolt"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-71c73fbc452f47b1856b79d2"",""ev3-7fc744a8cde54a53307ec192""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""acura_(gunvolt)"",""object_key"":""gunvolt"",""evidence_id"":""ev3-71c73fbc452f47b1856b79d2""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""gunvolt"",""object_key"":""azure_striker_gunvolt"",""evidence_id"":""ev3-7fc744a8cde54a53307ec192""}]}]"
