identity_key,candidate_state,risk_flags
nudge,LOW_RISK_CANDIDATE,
number_four_(asl),LOW_RISK_CANDIDATE,
obi_spin,LOW_RISK_CANDIDATE,
object_riding,LOW_RISK_CANDIDATE,
objection,LOW_RISK_CANDIDATE,
official_cosplay,LOW_RISK_CANDIDATE,
ok_sign,LOW_RISK_CANDIDATE,
ok_sign_over_eye,LOW_RISK_CANDIDATE,
opening,LOW_RISK_CANDIDATE,
oshikatsu,LOW_RISK_CANDIDATE,
overeating,LOW_RISK_CANDIDATE,
overflowing_bath,LOW_RISK_CANDIDATE,
overkill,LOW_RISK_CANDIDATE,
overpowering,LOW_RISK_CANDIDATE,
painting_(action),LOW_RISK_CANDIDATE,
painting_fingernails,LOW_RISK_CANDIDATE,
painting_toenails,LOW_RISK_CANDIDATE,
palm-fist_greeting,LOW_RISK_CANDIDATE,
palm-fist_tap,LOW_RISK_CANDIDATE,
palm_strike,LOW_RISK_CANDIDATE,
parade,LOW_RISK_CANDIDATE,
parrying,LOW_RISK_CANDIDATE,
party,LOW_RISK_CANDIDATE,
patting,LOW_RISK_CANDIDATE,
patting_lap,LOW_RISK_CANDIDATE,
paw_up,LOW_RISK_CANDIDATE,
pecking,LOW_RISK_CANDIDATE,
peeling,LOW_RISK_CANDIDATE,
pencil_as_mustache,LOW_RISK_CANDIDATE,
pet_shaming,LOW_RISK_CANDIDATE,
pet_walking,LOW_RISK_CANDIDATE,
petal_on_nose,LOW_RISK_CANDIDATE,
petting,LOW_RISK_CANDIDATE,
photo_shoot,LOW_RISK_CANDIDATE,
photobomb,LOW_RISK_CANDIDATE,
photocopying_self,LOW_RISK_CANDIDATE,
physical_examination,LOW_RISK_CANDIDATE,
picking_fruit,LOW_RISK_CANDIDATE,
pillow_grab,LOW_RISK_CANDIDATE,
pillow_straddling,LOW_RISK_CANDIDATE,
piloting,LOW_RISK_CANDIDATE,
pinching,LOW_RISK_CANDIDATE,
pinching_gesture,LOW_RISK_CANDIDATE,
pinching_sleeves,LOW_RISK_CANDIDATE,
pinky_swear,LOW_RISK_CANDIDATE,
pizza_delivery,LOW_RISK_CANDIDATE,
playing,LOW_RISK_CANDIDATE,
plucking_petals,LOW_RISK_CANDIDATE,
plugging_ears,LOW_RISK_CANDIDATE,
pointing_out_the_details,LOW_RISK_CANDIDATE,
pokemon_on_lap,LOW_RISK_CANDIDATE,
poker,LOW_RISK_CANDIDATE,
poking,LOW_RISK_CANDIDATE,
poking_nose,LOW_RISK_CANDIDATE,
poking_self,LOW_RISK_CANDIDATE,
polygamy,LOW_RISK_CANDIDATE,
pomf,LOW_RISK_CANDIDATE,
popping,LOW_RISK_CANDIDATE,
pov_adoring,LOW_RISK_CANDIDATE,
practicing,LOW_RISK_CANDIDATE,
praise,LOW_RISK_CANDIDATE,
prank,LOW_RISK_CANDIDATE,
praying,LOW_RISK_CANDIDATE,
predation,LOW_RISK_CANDIDATE,
presentation,LOW_RISK_CANDIDATE,
press_conference,LOW_RISK_CANDIDATE,
protecting,LOW_RISK_CANDIDATE,
protest,LOW_RISK_CANDIDATE,
puff_of_air,LOW_RISK_CANDIDATE,
pull,LOW_RISK_CANDIDATE,
pulling,LOW_RISK_CANDIDATE,
pulling_own_ear,LOW_RISK_CANDIDATE,
punched,LOW_RISK_CANDIDATE,
punishment,LOW_RISK_CANDIDATE,
punishment_game,LOW_RISK_CANDIDATE,
puppet_show,LOW_RISK_CANDIDATE,
puppeteering,LOW_RISK_CANDIDATE,
purring,LOW_RISK_CANDIDATE,
pushing,LOW_RISK_CANDIDATE,
pushing_away,LOW_RISK_CANDIDATE,
pushing_bicycle,LOW_RISK_CANDIDATE,
pushing_cart,LOW_RISK_CANDIDATE,
pushing_down,LOW_RISK_CANDIDATE,
pushing_stroller,LOW_RISK_CANDIDATE,
pushing_wheelchair,LOW_RISK_CANDIDATE,
putting_in_contact_lens,LOW_RISK_CANDIDATE,
putting_on_footwear,LOW_RISK_CANDIDATE,
putting_on_gloves,LOW_RISK_CANDIDATE,
putting_on_headwear,LOW_RISK_CANDIDATE,
putting_on_jacket,LOW_RISK_CANDIDATE,
putting_on_jewelry,LOW_RISK_CANDIDATE,
putting_on_legwear,LOW_RISK_CANDIDATE,
quadruple_wielding,LOW_RISK_CANDIDATE,
quidditch,LOW_RISK_CANDIDATE,
quiz,LOW_RISK_CANDIDATE,
racing,LOW_RISK_CANDIDATE,
ragequit,LOW_RISK_CANDIDATE,
raise_buckle,LOW_RISK_CANDIDATE,
rapid_punches,LOW_RISK_CANDIDATE,
rapping,LOW_RISK_CANDIDATE,
reading,LOW_RISK_CANDIDATE,
reading_together,LOW_RISK_CANDIDATE,
ready_to_draw,LOW_RISK_CANDIDATE,
recharging,LOW_RISK_CANDIDATE,
recording,LOW_RISK_CANDIDATE,
recording_audio,LOW_RISK_CANDIDATE,
relay_race,LOW_RISK_CANDIDATE,
reloading,LOW_RISK_CANDIDATE,
remembering,LOW_RISK_CANDIDATE,
repairing,LOW_RISK_CANDIDATE,
rescue,LOW_RISK_CANDIDATE,
reveal,LOW_RISK_CANDIDATE,
reverse_princess_carry,LOW_RISK_CANDIDATE,
rhythm_game,LOW_RISK_CANDIDATE,
rice_planting,LOW_RISK_CANDIDATE,
ricocheting,LOW_RISK_CANDIDATE,
riding,LOW_RISK_CANDIDATE,
riding_animal,LOW_RISK_CANDIDATE,
riding_bird,LOW_RISK_CANDIDATE,
riding_boar,LOW_RISK_CANDIDATE,
riding_digimon,LOW_RISK_CANDIDATE,
riding_dinosaur,LOW_RISK_CANDIDATE,
riding_dragon,LOW_RISK_CANDIDATE,
riding_pokemon,LOW_RISK_CANDIDATE,
riding_roller_coaster,LOW_RISK_CANDIDATE,
riding_shark,LOW_RISK_CANDIDATE,
riding_vacuum_cleaner,LOW_RISK_CANDIDATE,
ripping,LOW_RISK_CANDIDATE,
ritual,LOW_RISK_CANDIDATE,
rivalry,LOW_RISK_CANDIDATE,
roasting,LOW_RISK_CANDIDATE,
robbery,LOW_RISK_CANDIDATE,
rock_balancing,LOW_RISK_CANDIDATE,
rock_climbing,LOW_RISK_CANDIDATE,
rock_paper_scissors,LOW_RISK_CANDIDATE,
role_reversal,LOW_RISK_CANDIDATE,
rotting,LOW_RISK_CANDIDATE,
rubbing,LOW_RISK_CANDIDATE,
rubbing_eyes,LOW_RISK_CANDIDATE,
rubbing_nose,LOW_RISK_CANDIDATE,
rugby,LOW_RISK_CANDIDATE,
run_over,LOW_RISK_CANDIDATE,
russian_roulette,LOW_RISK_CANDIDATE,
saigo_no_getsuga_tenshou,LOW_RISK_CANDIDATE,
sailing,LOW_RISK_CANDIDATE,
sandwiched,LOW_RISK_CANDIDATE,
scam,LOW_RISK_CANDIDATE,
scolding,LOW_RISK_CANDIDATE,
scratching,LOW_RISK_CANDIDATE,
scruffing,LOW_RISK_CANDIDATE,
scuba,LOW_RISK_CANDIDATE,
sculpting,LOW_RISK_CANDIDATE,
searching,LOW_RISK_CANDIDATE,
self-harm,LOW_RISK_CANDIDATE,
selfie_prank,LOW_RISK_CANDIDATE,
seppuku,LOW_RISK_CANDIDATE,
shared_bathing,LOW_RISK_CANDIDATE,
shared_drink,LOW_RISK_CANDIDATE,
shared_food,LOW_RISK_CANDIDATE,
sharing,LOW_RISK_CANDIDATE,
sharing_food,LOW_RISK_CANDIDATE,
shedding,LOW_RISK_CANDIDATE,
sheet_grab,LOW_RISK_CANDIDATE,
shielding,LOW_RISK_CANDIDATE,
shirt_hold,LOW_RISK_CANDIDATE,
shooing,LOW_RISK_CANDIDATE,
shooting_through_heart,LOW_RISK_CANDIDATE,
shootout,LOW_RISK_CANDIDATE,
shot_down,LOW_RISK_CANDIDATE,
shoving,LOW_RISK_CANDIDATE,
showering,LOW_RISK_CANDIDATE,
shushing,LOW_RISK_CANDIDATE,
side_labret_piercing,LOW_RISK_CANDIDATE,
sighting,LOW_RISK_CANDIDATE,
sitting_on_animal,LOW_RISK_CANDIDATE,
sitting_on_ball,LOW_RISK_CANDIDATE,
sitting_on_book,LOW_RISK_CANDIDATE,
sitting_on_box,LOW_RISK_CANDIDATE,
sitting_on_branch,LOW_RISK_CANDIDATE,
sitting_on_creature,LOW_RISK_CANDIDATE,
sitting_on_drum,LOW_RISK_CANDIDATE,
sitting_on_fence,LOW_RISK_CANDIDATE,
sitting_on_food,LOW_RISK_CANDIDATE,
sitting_on_lap,LOW_RISK_CANDIDATE,
sitting_on_liquid,LOW_RISK_CANDIDATE,
sitting_on_log,LOW_RISK_CANDIDATE,
sitting_on_mecha,LOW_RISK_CANDIDATE,
sitting_on_mushroom,LOW_RISK_CANDIDATE,
sitting_on_object,LOW_RISK_CANDIDATE,
sitting_on_own_tail,LOW_RISK_CANDIDATE,
sitting_on_piano,LOW_RISK_CANDIDATE,
sitting_on_pillow,LOW_RISK_CANDIDATE,
sitting_on_pokemon,LOW_RISK_CANDIDATE,
sitting_on_robot,LOW_RISK_CANDIDATE,
sitting_on_roof,LOW_RISK_CANDIDATE,
sitting_on_stairs,LOW_RISK_CANDIDATE,
sitting_on_table,LOW_RISK_CANDIDATE,
sitting_on_torii,LOW_RISK_CANDIDATE,
sitting_on_wall,LOW_RISK_CANDIDATE,
sitting_on_water,LOW_RISK_CANDIDATE,
sitting_on_weapon,LOW_RISK_CANDIDATE,
slam,LOW_RISK_CANDIDATE,
slam_dunk_(basketball),LOW_RISK_CANDIDATE,
slamming_door,LOW_RISK_CANDIDATE,
slashing,LOW_RISK_CANDIDATE,
sleep_talking,LOW_RISK_CANDIDATE,
sleeper_hold,LOW_RISK_CANDIDATE,
slit_throat_(gesture),LOW_RISK_CANDIDATE,
slurping,LOW_RISK_CANDIDATE,
smack,LOW_RISK_CANDIDATE,
smearing,LOW_RISK_CANDIDATE,
smell,LOW_RISK_CANDIDATE,
smelling_flower,LOW_RISK_CANDIDATE,
sneaking,LOW_RISK_CANDIDATE,
sneezing,LOW_RISK_CANDIDATE,
snoring,LOW_RISK_CANDIDATE,
snort,LOW_RISK_CANDIDATE,
snow_on_headwear,LOW_RISK_CANDIDATE,
snow_on_tree,LOW_RISK_CANDIDATE,
soccer,LOW_RISK_CANDIDATE,
softball_(sport),LOW_RISK_CANDIDATE,
songkran,LOW_RISK_CANDIDATE,
speech_stab,LOW_RISK_CANDIDATE,
spell,LOW_RISK_CANDIDATE,
spiking,LOW_RISK_CANDIDATE,
spill,LOW_RISK_CANDIDATE,
spilling,LOW_RISK_CANDIDATE,
spit_take,LOW_RISK_CANDIDATE,
spitting,LOW_RISK_CANDIDATE,
spitting_seed,LOW_RISK_CANDIDATE,
splashing,LOW_RISK_CANDIDATE,
spraying,LOW_RISK_CANDIDATE,
squeezing,LOW_RISK_CANDIDATE,
squishing,LOW_RISK_CANDIDATE,
stab,LOW_RISK_CANDIDATE,
stabbed_heart,LOW_RISK_CANDIDATE,
stacking,LOW_RISK_CANDIDATE,
stalking,LOW_RISK_CANDIDATE,
stand-up_comedy,LOW_RISK_CANDIDATE,
standing_on_animal,LOW_RISK_CANDIDATE,
standing_on_box,LOW_RISK_CANDIDATE,
standing_on_branch,LOW_RISK_CANDIDATE,
standing_on_chair,LOW_RISK_CANDIDATE,
standing_on_desk,LOW_RISK_CANDIDATE,
standing_on_liquid,LOW_RISK_CANDIDATE,
standing_on_magic_circle,LOW_RISK_CANDIDATE,
standing_on_object,LOW_RISK_CANDIDATE,
standing_on_rock,LOW_RISK_CANDIDATE,
standing_on_roof,LOW_RISK_CANDIDATE,
standing_on_swing,LOW_RISK_CANDIDATE,
standing_on_sword,LOW_RISK_CANDIDATE,
standing_on_torii,LOW_RISK_CANDIDATE,
standing_on_weapon,LOW_RISK_CANDIDATE,
stapled,LOW_RISK_CANDIDATE,
staring_contest,LOW_RISK_CANDIDATE,
stepping_on_non-human,LOW_RISK_CANDIDATE,
stepping_on_object,LOW_RISK_CANDIDATE,
sticker_on_clothes,LOW_RISK_CANDIDATE,
stirring,LOW_RISK_CANDIDATE,
stomping,LOW_RISK_CANDIDATE,
stroking,LOW_RISK_CANDIDATE,
struggling,LOW_RISK_CANDIDATE,
study_distraction,LOW_RISK_CANDIDATE,
studying,LOW_RISK_CANDIDATE,
suicide,LOW_RISK_CANDIDATE,
suicide_bomb,LOW_RISK_CANDIDATE,
suikawari,LOW_RISK_CANDIDATE,
sumaki_(action),LOW_RISK_CANDIDATE,
summoning,LOW_RISK_CANDIDATE,
sumo,LOW_RISK_CANDIDATE,
suplex,LOW_RISK_CANDIDATE,
surgery,LOW_RISK_CANDIDATE,
swallowing,LOW_RISK_CANDIDATE,
swatting,LOW_RISK_CANDIDATE,
table_flip,LOW_RISK_CANDIDATE,
table_tennis,LOW_RISK_CANDIDATE,
tackle,LOW_RISK_CANDIDATE,
taekwondo,LOW_RISK_CANDIDATE,
take_it_home,LOW_RISK_CANDIDATE,
takeoff,LOW_RISK_CANDIDATE,
taking_cover,LOW_RISK_CANDIDATE,
taking_notes,LOW_RISK_CANDIDATE,
taking_picture,LOW_RISK_CANDIDATE,
taking_shelter,LOW_RISK_CANDIDATE,
talking,LOW_RISK_CANDIDATE,
talking_on_phone,LOW_RISK_CANDIDATE,
tangle,LOW_RISK_CANDIDATE,
tango,LOW_RISK_CANDIDATE,
target_practice,LOW_RISK_CANDIDATE,
tasting,LOW_RISK_CANDIDATE,
tattooing,LOW_RISK_CANDIDATE,
tea_ceremony,LOW_RISK_CANDIDATE,
tea_party,LOW_RISK_CANDIDATE,
teaching,LOW_RISK_CANDIDATE,
teamwork,LOW_RISK_CANDIDATE,
teeth_hold,LOW_RISK_CANDIDATE,
telekinesis,LOW_RISK_CANDIDATE,
telepathy,LOW_RISK_CANDIDATE,
teleportation,LOW_RISK_CANDIDATE,
tennis,LOW_RISK_CANDIDATE,
tennis_serve,LOW_RISK_CANDIDATE,
three-legged_race,LOW_RISK_CANDIDATE,
throat_grab,LOW_RISK_CANDIDATE,
throwing,LOW_RISK_CANDIDATE,
throwing_food,LOW_RISK_CANDIDATE,
throwing_money,LOW_RISK_CANDIDATE,
throwing_petals,LOW_RISK_CANDIDATE,
throwing_poke_ball,LOW_RISK_CANDIDATE,
tickling,LOW_RISK_CANDIDATE,
tickling_sides,LOW_RISK_CANDIDATE,
time_travel,LOW_RISK_CANDIDATE,
toasting_(gesture),LOW_RISK_CANDIDATE,
toilet_use,LOW_RISK_CANDIDATE,
tossing,LOW_RISK_CANDIDATE,
towing,LOW_RISK_CANDIDATE,
training,LOW_RISK_CANDIDATE,
training_corps_(emblem),LOW_RISK_CANDIDATE,
training_tap,LOW_RISK_CANDIDATE,
training_wheels,LOW_RISK_CANDIDATE,
trampling,LOW_RISK_CANDIDATE,
transformation,LOW_RISK_CANDIDATE,
travel,LOW_RISK_CANDIDATE,
travel_attendant,LOW_RISK_CANDIDATE,
trick-or-treating,LOW_RISK_CANDIDATE,
trick_or_treat,LOW_RISK_CANDIDATE,
tripping,LOW_RISK_CANDIDATE,
trolling,LOW_RISK_CANDIDATE,
tsukkomi,LOW_RISK_CANDIDATE,
tug,LOW_RISK_CANDIDATE,
tug_of_war,LOW_RISK_CANDIDATE,
turning_around,LOW_RISK_CANDIDATE,
turning_page,LOW_RISK_CANDIDATE,
twirl_baton,LOW_RISK_CANDIDATE,
twirling_phone_cord,LOW_RISK_CANDIDATE,
tying,LOW_RISK_CANDIDATE,
tying_headband,LOW_RISK_CANDIDATE,
under_fire,LOW_RISK_CANDIDATE,
uppercut,LOW_RISK_CANDIDATE,
violence,LOW_RISK_CANDIDATE,
weightlifting,LOW_RISK_CANDIDATE,
welding,LOW_RISK_CANDIDATE,
whisking,LOW_RISK_CANDIDATE,
whispering,LOW_RISK_CANDIDATE,
whistling,LOW_RISK_CANDIDATE,
window_shopping,LOW_RISK_CANDIDATE,
wing_flapping,LOW_RISK_CANDIDATE,
wiping,LOW_RISK_CANDIDATE,
wiping_forehead,LOW_RISK_CANDIDATE,
wiping_nose,LOW_RISK_CANDIDATE,
wiping_sweat,LOW_RISK_CANDIDATE,
wiping_tears,LOW_RISK_CANDIDATE,
wire_manipulation,LOW_RISK_CANDIDATE,
working,LOW_RISK_CANDIDATE,
wotagei,LOW_RISK_CANDIDATE,
wrestling,LOW_RISK_CANDIDATE,
wringing,LOW_RISK_CANDIDATE,
wringing_dress,LOW_RISK_CANDIDATE,
wringing_skirt,LOW_RISK_CANDIDATE,
yakisoba_spill,LOW_RISK_CANDIDATE,
yuzu_bath,LOW_RISK_CANDIDATE,
