identity_key,candidate_state,risk_flags
heart_hands_failure,RESIDUAL_UNCLASSIFIED,relation_or_body_token
heart_hands_over_eye,RESIDUAL_UNCLASSIFIED,relation_or_body_token
heart_hands_trio,RESIDUAL_UNCLASSIFIED,relation_or_body_token
heart_in_heart_hands,RESIDUAL_UNCLASSIFIED,relation_or_body_token
heart_in_mouth,RESIDUAL_UNCLASSIFIED,relation_or_body_token
hiding_behind_another,RESIDUAL_UNCLASSIFIED,relation_or_body_token
holding_above_head,RESIDUAL_UNCLASSIFIED,relation_or_body_token
holding_another's_ankle,RESIDUAL_UNCLASSIFIED,relation_or_body_token
holding_another's_ankles,RESIDUAL_UNCLASSIFIED,relation_or_body_token
holding_another's_arm,RESIDUAL_UNCLASSIFIED,relation_or_body_token
holding_another's_hair,RESIDUAL_UNCLASSIFIED,relation_or_body_token
holding_another's_horns,RESIDUAL_UNCLASSIFIED,relation_or_body_token
holding_detached_hair,RESIDUAL_UNCLASSIFIED,relation_or_body_token
holding_detached_head,RESIDUAL_UNCLASSIFIED,relation_or_body_token
holding_head_wreath,RESIDUAL_UNCLASSIFIED,relation_or_body_token
holding_mini_person,RESIDUAL_UNCLASSIFIED,relation_or_body_token
holding_over_opposite_shoulder,RESIDUAL_UNCLASSIFIED,relation_or_body_token
holding_own_hair,RESIDUAL_UNCLASSIFIED,relation_or_body_token
holding_own_hand,RESIDUAL_UNCLASSIFIED,relation_or_body_token
holding_own_wrist,RESIDUAL_UNCLASSIFIED,relation_or_body_token
hypnotizing_viewer,RESIDUAL_UNCLASSIFIED,relation_or_body_token
imminent_bite,RESIDUAL_UNCLASSIFIED,intimate_or_boundary_token
inside_another's_fur,RESIDUAL_UNCLASSIFIED,relation_or_body_token
it's_ok_to_touch,RESIDUAL_UNCLASSIFIED,intimate_or_boundary_token
kabedon_on_viewer,RESIDUAL_UNCLASSIFIED,relation_or_body_token
leaning_on_person,RESIDUAL_UNCLASSIFIED,relation_or_body_token
leg_lock,RESIDUAL_UNCLASSIFIED,relation_or_body_token
leg_on_another's_leg,RESIDUAL_UNCLASSIFIED,relation_or_body_token
legs_on_another's_lap,RESIDUAL_UNCLASSIFIED,relation_or_body_token
licking,RESIDUAL_UNCLASSIFIED,intimate_or_boundary_token
licking_blade,RESIDUAL_UNCLASSIFIED,intimate_or_boundary_token
licking_eye,RESIDUAL_UNCLASSIFIED,intimate_or_boundary_token
licking_food,RESIDUAL_UNCLASSIFIED,intimate_or_boundary_token
licking_hand,RESIDUAL_UNCLASSIFIED,relation_or_body_token|intimate_or_boundary_token
licking_lemon,RESIDUAL_UNCLASSIFIED,intimate_or_boundary_token
licking_object,RESIDUAL_UNCLASSIFIED,intimate_or_boundary_token
licking_own_arm,RESIDUAL_UNCLASSIFIED,relation_or_body_token|intimate_or_boundary_token
licking_paw,RESIDUAL_UNCLASSIFIED,intimate_or_boundary_token
licking_tears,RESIDUAL_UNCLASSIFIED,intimate_or_boundary_token
licking_weapon,RESIDUAL_UNCLASSIFIED,intimate_or_boundary_token
lifting_person,RESIDUAL_UNCLASSIFIED,relation_or_body_token
lollipop_in_mouth,RESIDUAL_UNCLASSIFIED,relation_or_body_token
lying_on_another,RESIDUAL_UNCLASSIFIED,relation_or_body_token
lying_on_person,RESIDUAL_UNCLASSIFIED,relation_or_body_token
massage,RESIDUAL_UNCLASSIFIED,intimate_or_boundary_token
massage_chair,RESIDUAL_UNCLASSIFIED,intimate_or_boundary_token
massage_table,RESIDUAL_UNCLASSIFIED,intimate_or_boundary_token
money_in_mouth,RESIDUAL_UNCLASSIFIED,relation_or_body_token
mouse_on_head,RESIDUAL_UNCLASSIFIED,relation_or_body_token
mouse_on_shoulder,RESIDUAL_UNCLASSIFIED,relation_or_body_token
mouth_beam,RESIDUAL_UNCLASSIFIED,relation_or_body_token
mouth_pull,RESIDUAL_UNCLASSIFIED,relation_or_body_token
mutual_cheek_pinching,RESIDUAL_UNCLASSIFIED,relation_or_body_token
nail_biting,RESIDUAL_UNCLASSIFIED,intimate_or_boundary_token
neck_lift,RESIDUAL_UNCLASSIFIED,relation_or_body_token
neck_snap,RESIDUAL_UNCLASSIFIED,relation_or_body_token
necklace_in_mouth,RESIDUAL_UNCLASSIFIED,relation_or_body_token
necktie_in_mouth,RESIDUAL_UNCLASSIFIED,relation_or_body_token
needles_between_fingers,RESIDUAL_UNCLASSIFIED,relation_or_body_token
noses_touching,RESIDUAL_UNCLASSIFIED,intimate_or_boundary_token
object_to_mouth,RESIDUAL_UNCLASSIFIED,relation_or_body_token
paper_in_mouth,RESIDUAL_UNCLASSIFIED,relation_or_body_token
paper_on_head,RESIDUAL_UNCLASSIFIED,relation_or_body_token
patting_back,RESIDUAL_UNCLASSIFIED,relation_or_body_token
pen_in_mouth,RESIDUAL_UNCLASSIFIED,relation_or_body_token
pen_to_mouth,RESIDUAL_UNCLASSIFIED,relation_or_body_token
pencil_to_face,RESIDUAL_UNCLASSIFIED,relation_or_body_token
petal_in_mouth,RESIDUAL_UNCLASSIFIED,relation_or_body_token
petal_on_head,RESIDUAL_UNCLASSIFIED,relation_or_body_token
petals_in_mouth,RESIDUAL_UNCLASSIFIED,relation_or_body_token
phone_over_face,RESIDUAL_UNCLASSIFIED,relation_or_body_token
pie_in_face,RESIDUAL_UNCLASSIFIED,relation_or_body_token
pill_in_mouth,RESIDUAL_UNCLASSIFIED,relation_or_body_token
pinching_another's_belly,RESIDUAL_UNCLASSIFIED,relation_or_body_token
pinching_own_belly,RESIDUAL_UNCLASSIFIED,relation_or_body_token
plant_on_head,RESIDUAL_UNCLASSIFIED,relation_or_body_token
plate_on_head,RESIDUAL_UNCLASSIFIED,relation_or_body_token
playing_with_another's_ears,RESIDUAL_UNCLASSIFIED,relation_or_body_token
playing_with_another's_hair,RESIDUAL_UNCLASSIFIED,relation_or_body_token
playing_with_hair,RESIDUAL_UNCLASSIFIED,relation_or_body_token
playing_with_own_hair,RESIDUAL_UNCLASSIFIED,relation_or_body_token
pokemon_on_arm,RESIDUAL_UNCLASSIFIED,relation_or_body_token
pokemon_on_back,RESIDUAL_UNCLASSIFIED,relation_or_body_token
pokemon_on_head,RESIDUAL_UNCLASSIFIED,relation_or_body_token
pokemon_on_leg,RESIDUAL_UNCLASSIFIED,relation_or_body_token
pokemon_on_shoulder,RESIDUAL_UNCLASSIFIED,relation_or_body_token
poking_head,RESIDUAL_UNCLASSIFIED,relation_or_body_token
pot_on_head,RESIDUAL_UNCLASSIFIED,relation_or_body_token
proposing_to_viewer,RESIDUAL_UNCLASSIFIED,relation_or_body_token
pulling_arm,RESIDUAL_UNCLASSIFIED,relation_or_body_token
pulling_back,RESIDUAL_UNCLASSIFIED,relation_or_body_token
pulling_tongue,RESIDUAL_UNCLASSIFIED,relation_or_body_token
pumpkin_on_head,RESIDUAL_UNCLASSIFIED,relation_or_body_token
pushing_face,RESIDUAL_UNCLASSIFIED,relation_or_body_token
rabbit_on_head,RESIDUAL_UNCLASSIFIED,relation_or_body_token
rabbit_on_shoulder,RESIDUAL_UNCLASSIFIED,relation_or_body_token
rice_on_face,RESIDUAL_UNCLASSIFIED,relation_or_body_token
right-hand_drive,RESIDUAL_UNCLASSIFIED,relation_or_body_token
ring_on_every_finger,RESIDUAL_UNCLASSIFIED,relation_or_body_token
rubbing_hands_together,RESIDUAL_UNCLASSIFIED,relation_or_body_token
rubbing_head,RESIDUAL_UNCLASSIFIED,relation_or_body_token
ruffling_hair,RESIDUAL_UNCLASSIFIED,relation_or_body_token
scratching_ass,RESIDUAL_UNCLASSIFIED,relation_or_body_token
scratching_back,RESIDUAL_UNCLASSIFIED,relation_or_body_token
scratching_cheek,RESIDUAL_UNCLASSIFIED,relation_or_body_token
scratching_chin,RESIDUAL_UNCLASSIFIED,relation_or_body_token
scratching_head,RESIDUAL_UNCLASSIFIED,relation_or_body_token
scratching_neck,RESIDUAL_UNCLASSIFIED,relation_or_body_token
scratching_stomach,RESIDUAL_UNCLASSIFIED,relation_or_body_token
shadow_hands,RESIDUAL_UNCLASSIFIED,relation_or_body_token
shielding_another_from_rain,RESIDUAL_UNCLASSIFIED,relation_or_body_token
shirt_in_mouth,RESIDUAL_UNCLASSIFIED,relation_or_body_token
shoulder_carry,RESIDUAL_UNCLASSIFIED,relation_or_body_token
shoulder_massage,RESIDUAL_UNCLASSIFIED,relation_or_body_token|intimate_or_boundary_token
shouting_with_hands,RESIDUAL_UNCLASSIFIED,relation_or_body_token
sitting_on_another's_back,RESIDUAL_UNCLASSIFIED,relation_or_body_token
sitting_on_arm,RESIDUAL_UNCLASSIFIED,relation_or_body_token
sitting_on_hair,RESIDUAL_UNCLASSIFIED,relation_or_body_token
sitting_on_hand,RESIDUAL_UNCLASSIFIED,relation_or_body_token
sitting_on_head,RESIDUAL_UNCLASSIFIED,relation_or_body_token
sitting_on_leg,RESIDUAL_UNCLASSIFIED,relation_or_body_token
sitting_on_person,RESIDUAL_UNCLASSIFIED,relation_or_body_token
sitting_on_shoulder,RESIDUAL_UNCLASSIFIED,relation_or_body_token
skull_head,RESIDUAL_UNCLASSIFIED,relation_or_body_token
skull_on_head,RESIDUAL_UNCLASSIFIED,relation_or_body_token
sleepover,RESIDUAL_UNCLASSIFIED,intimate_or_boundary_token
slime_on_head,RESIDUAL_UNCLASSIFIED,relation_or_body_token
snake_wrapped_around_arm,RESIDUAL_UNCLASSIFIED,relation_or_body_token
snake_wrapped_around_body,RESIDUAL_UNCLASSIFIED,relation_or_body_token
snake_wrapped_around_leg,RESIDUAL_UNCLASSIFIED,relation_or_body_token
snake_wrapped_around_neck,RESIDUAL_UNCLASSIFIED,relation_or_body_token
snapping_fingers,RESIDUAL_UNCLASSIFIED,relation_or_body_token
snow_on_head,RESIDUAL_UNCLASSIFIED,relation_or_body_token
soaking_feet,RESIDUAL_UNCLASSIFIED,relation_or_body_token
soaking_hands,RESIDUAL_UNCLASSIFIED,relation_or_body_token
spitting_in_another's_mouth,RESIDUAL_UNCLASSIFIED,relation_or_body_token
spitting_on_another,RESIDUAL_UNCLASSIFIED,relation_or_body_token
squatting_on_person,RESIDUAL_UNCLASSIFIED,relation_or_body_token
squeezing_cheeks,RESIDUAL_UNCLASSIFIED,relation_or_body_token
stabbing_viewer,RESIDUAL_UNCLASSIFIED,relation_or_body_token
standing_on_another's_head,RESIDUAL_UNCLASSIFIED,relation_or_body_token
standing_on_person,RESIDUAL_UNCLASSIFIED,relation_or_body_token
standing_on_shoulder,RESIDUAL_UNCLASSIFIED,relation_or_body_token
stapled_face,RESIDUAL_UNCLASSIFIED,relation_or_body_token
star_hands,RESIDUAL_UNCLASSIFIED,relation_or_body_token
star_in_mouth,RESIDUAL_UNCLASSIFIED,relation_or_body_token
stepping_on_viewer,RESIDUAL_UNCLASSIFIED,relation_or_body_token
sticker_on_arm,RESIDUAL_UNCLASSIFIED,relation_or_body_token
sticker_on_chest,RESIDUAL_UNCLASSIFIED,relation_or_body_token
sticker_on_face,RESIDUAL_UNCLASSIFIED,relation_or_body_token
sticker_on_leg,RESIDUAL_UNCLASSIFIED,relation_or_body_token
sticker_on_stomach,RESIDUAL_UNCLASSIFIED,relation_or_body_token
stomping_viewer,RESIDUAL_UNCLASSIFIED,relation_or_body_token
stroking_another's_chin,RESIDUAL_UNCLASSIFIED,relation_or_body_token
stroking_own_chin,RESIDUAL_UNCLASSIFIED,relation_or_body_token
stubbing_toe,RESIDUAL_UNCLASSIFIED,relation_or_body_token
supporting_another's_weight,RESIDUAL_UNCLASSIFIED,relation_or_body_token
sword_between_thighs,RESIDUAL_UNCLASSIFIED,relation_or_body_token
tail_around_another's_arm,RESIDUAL_UNCLASSIFIED,relation_or_body_token
tail_around_another's_waist,RESIDUAL_UNCLASSIFIED,relation_or_body_token
tail_around_arm,RESIDUAL_UNCLASSIFIED,relation_or_body_token
tail_around_neck,RESIDUAL_UNCLASSIFIED,relation_or_body_token
tail_around_own_waist,RESIDUAL_UNCLASSIFIED,relation_or_body_token
tail_on_face,RESIDUAL_UNCLASSIFIED,relation_or_body_token
taking_another's_hand,RESIDUAL_UNCLASSIFIED,relation_or_body_token
thigh_cutting,RESIDUAL_UNCLASSIFIED,relation_or_body_token
throwing_person,RESIDUAL_UNCLASSIFIED,relation_or_body_token
tickling_back,RESIDUAL_UNCLASSIFIED,relation_or_body_token
tickling_face,RESIDUAL_UNCLASSIFIED,relation_or_body_token
tickling_legs,RESIDUAL_UNCLASSIFIED,relation_or_body_token
tickling_stomach,RESIDUAL_UNCLASSIFIED,relation_or_body_token
touching_forehead,RESIDUAL_UNCLASSIFIED,intimate_or_boundary_token
touching_self_through_portal,RESIDUAL_UNCLASSIFIED,intimate_or_boundary_token
turning_head,RESIDUAL_UNCLASSIFIED,relation_or_body_token
twiddling_fingers,RESIDUAL_UNCLASSIFIED,relation_or_body_token
two-finger_salute,RESIDUAL_UNCLASSIFIED,relation_or_body_token
vampire_bite,RESIDUAL_UNCLASSIFIED,intimate_or_boundary_token
whistle_in_mouth,RESIDUAL_UNCLASSIFIED,relation_or_body_token
wiping_another's_face,RESIDUAL_UNCLASSIFIED,relation_or_body_token
wiping_face,RESIDUAL_UNCLASSIFIED,relation_or_body_token
wiping_hands,RESIDUAL_UNCLASSIFIED,relation_or_body_token
wiping_mouth,RESIDUAL_UNCLASSIFIED,relation_or_body_token
wringing_hair,RESIDUAL_UNCLASSIFIED,relation_or_body_token
wrist_cutting,RESIDUAL_UNCLASSIFIED,relation_or_body_token
