identity_key,state
shirt_no,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
shirt_open,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
shirt_up,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
shirtless,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
shirtlift,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
shit,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
shoe_pull,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
shoejob,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
shorts_open,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
sideboobs,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
sit_on_face,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
skirt_up,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
skirtlift,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
slap_mark_on_ass,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
slapping_own_ass,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
slutty_clothing,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
snowballing,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
soiled_diaper,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
somnophilia,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
sounding_rod,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
spreadpussy,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
spunk,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
squirt_gun,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
stand_and_carry,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
standing_69,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
strangle_mark,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
strap_on,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
strapon,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
strip,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
stripping,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
suffocation,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
sumata,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
tablesex,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
taken_from_behind,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
taking_off_clothes,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
tamakeri,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
tapegag,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
teabagging,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
teabagging_(sexual),SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
teddy,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
teen,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
teenager,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
tekoki,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
tentacle,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
tentacle_as_arm,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
tentacle_as_hand,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
tentacle_boy,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
tentacle_censor,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
tentacle_grab,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
tentacle_job,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
tentacle_monster,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
tentacle_over_eye,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
tentacle_play,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
tentaclejob,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
tentacles_as_arms,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
tentacles_in_thighhighs,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
tentacles_with_hands,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
tentacles_with_male,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
thigh_job,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
thighhigh,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
thighhighs_only,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
thighjob,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
three_way,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
threeway,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
tied_arms,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
tied_hands,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
tied_together,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
tied_up,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
tied_up_(sexual),SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
tied_wrists,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
titfuck,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
titjob,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
toddlersex,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
too_many_tentacles,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
top-down-bottom-up,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
top_(sexual_preference),SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
top_down_bottom_up,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
towel_open,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
toy_insertion,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
trampling_table,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
trap_penetrating,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
trapdom,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
unbirth,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
uncensored_genitals,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
uncensored_nudity,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
uncensoring,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
uncircumcised,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
underage,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
underbreast,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
undress,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
urethra_insertion,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
urethra_play,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
urination,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
urine,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
urine_play,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
urophagia,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
uterine_prolapse,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
uterus_view,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
vibe,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
vibrators,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
vibro,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
visible_genitals,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
vivisection,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
vomiting_flowers,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
voyeur,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
voyeuristic,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
wartenberg_wheel,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
watersport,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
watersports,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
wetting,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
whips,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
womb_view,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
wrists_bound,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
x-ray_view,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
xray,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
xxx,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
young_boy,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
young_girl,SPECIAL_ONLY_RESIDUAL_UNCLASSIFIED_V21
