identity_key,priority_band,is_general,is_special,general_primary_path,special_id,generation_family,issue104_risk
nipple_piercing,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,731,IMPLEMENT_OBJECT,NO
arm_between_breasts,P1_SPECIAL_OR_OVERLAP,YES,YES,POSE_MOVEMENT,2851,CLOTHING_EXPOSURE,NO
puffy_nipples,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,726,BODY_ATTRIBUTE,NO
nippleslip,P1_SPECIAL_OR_OVERLAP,NO,YES,,1732,,NO
self-mutilation,P1_SPECIAL_OR_OVERLAP,NO,YES,,2769,,NO
hoodie_open,P1_SPECIAL_OR_OVERLAP,NO,YES,,2270,,NO
masturbating_while_watching,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,938,SELF_ACTION,NO
double_vaginal,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,548,INSERTION_STRUCTURED,NO
dress_aside,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2214,CLOTHING_EXPOSURE,NO
sucking_both_nipples,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,1044,ACTION_INTERACTION,NO
bound_tail,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,1906,RESTRAINT_ACTION,NO
nude,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,636,CLOTHING_EXPOSURE,NO
pubic_tattoo_visible_through_clothes,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2868,CLOTHING_EXPOSURE,NO
rape_play,P1_SPECIAL_OR_OVERLAP,NO,YES,,451,,NO
ass_spread,P1_SPECIAL_OR_OVERLAP,NO,YES,,1809,,NO
gore,P1_SPECIAL_OR_OVERLAP,NO,YES,,471,,NO
topless_other,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2419,,NO
breast_cutout,P1_SPECIAL_OR_OVERLAP,NO,YES,,2714,,NO
red_nipples,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1127,,NO
teenager,P1_SPECIAL_OR_OVERLAP,NO,YES,,2356,,NO
camel_toe,P1_SPECIAL_OR_OVERLAP,NO,YES,,1588,,NO
masturbating_together,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,910,,NO
ass_hole,P1_SPECIAL_OR_OVERLAP,NO,YES,,1580,,NO
anilingus,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,101,ACTION_INTERACTION,NO
panties_around_thighs,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2888,CLOTHING_EXPOSURE,NO
bare_breasts,P1_SPECIAL_OR_OVERLAP,NO,YES,,673,,NO
reach-around,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,50,ACTION_INTERACTION,NO
folded,P1_SPECIAL_OR_OVERLAP,YES,YES,COLOR_APPEARANCE,1747,POSE_COMPOSITION,NO
yellow_nipples,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1104,,NO
prostate_milking,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,703,FLUID_STATE_ACTION,NO
fuck,P1_SPECIAL_OR_OVERLAP,NO,YES,,66,,NO
butt_cheeks,P1_SPECIAL_OR_OVERLAP,NO,YES,,2638,,NO
ballgag,P1_SPECIAL_OR_OVERLAP,NO,YES,,2681,,NO
tamakeri,P1_SPECIAL_OR_OVERLAP,NO,YES,,624,,NO
nakedapron,P1_SPECIAL_OR_OVERLAP,NO,YES,,2683,,NO
tentacle_hair_ornament,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/ACCESSORY,1882,NONHUMAN_INTERACTION,NO
futa,P1_SPECIAL_OR_OVERLAP,NO,YES,,1602,,NO
beaded_penis,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1022,,NO
naughty_face,P1_SPECIAL_OR_OVERLAP,YES,YES,EXPRESSION_EMOTION,649,REACTION_STATE,NO
knot_gag,P1_SPECIAL_OR_OVERLAP,YES,YES,OBJECT_PROP/DAILY,2512,RESTRAINT_IMPLEMENT,NO
smelling_pussy,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,983,ACTION_INTERACTION,NO
sexual_gore,P1_SPECIAL_OR_OVERLAP,NO,YES,,486,,NO
cleave_gagged,P1_SPECIAL_OR_OVERLAP,NO,YES,,2579,,NO
gold_chastity_cage,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/ACCESSORY,1059,,NO
stethoscope_on_nipple,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1178,,NO
adult_toy,P1_SPECIAL_OR_OVERLAP,NO,YES,,305,,NO
veiny_penis,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,583,BODY_ATTRIBUTE,NO
ass-up_head-down,P1_SPECIAL_OR_OVERLAP,NO,YES,,1610,,NO
sumata,P1_SPECIAL_OR_OVERLAP,NO,YES,,1376,,NO
areola,P1_SPECIAL_OR_OVERLAP,NO,YES,,2180,,NO
boyshort_panties,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/EVERYDAY,2080,CLOTHING_EXPOSURE,NO
pov_crotch,P1_SPECIAL_OR_OVERLAP,YES,YES,COMPOSITION_CAMERA,2809,POSE_COMPOSITION,NO
brown_blindfold,P1_SPECIAL_OR_OVERLAP,NO,YES,,2594,,NO
chastity_cage_removed,P1_SPECIAL_OR_OVERLAP,NO,YES,,1558,,NO
gloryhole,P1_SPECIAL_OR_OVERLAP,NO,YES,,1669,,NO
spread_eagle_position,P1_SPECIAL_OR_OVERLAP,YES,YES,POSE_MOVEMENT,2925,POSE_COMPOSITION,NO
blow_job,P1_SPECIAL_OR_OVERLAP,NO,YES,,1592,,NO
blood,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,2164,DAMAGE_STATE_ACTION,NO
facesitting,P1_SPECIAL_OR_OVERLAP,NO,YES,,140,,NO
fingering_through_clothes,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,175,INSERTION_STRUCTURED,NO
peeing_panties,P1_SPECIAL_OR_OVERLAP,NO,YES,,2565,,NO
semen_on_lower_body,P1_SPECIAL_OR_OVERLAP,NO,YES,,1279,,NO
licking_testicles,P1_SPECIAL_OR_OVERLAP,NO,YES,,1436,,NO
spade_pasties,P1_SPECIAL_OR_OVERLAP,YES,YES,OBJECT_PROP/DAILY,2436,,NO
glory_wall,P1_SPECIAL_OR_OVERLAP,YES,YES,PLACE_BACKGROUND,501,SCENE_CONTEXT,NO
drooling,P1_SPECIAL_OR_OVERLAP,YES,YES,EXPRESSION_EMOTION,2158,FLUID_STATE_ACTION,NO
hand_on_own_ass,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,2825,ACTION_INTERACTION,NO
cupless_bra,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2097,CLOTHING_EXPOSURE,NO
shorts_pull,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,2243,CLOTHING_EXPOSURE,NO
multiple_pregnancy,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,2967,BODY_STATE,NO
imminent_pegging,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,1229,,NO
ropes,P1_SPECIAL_OR_OVERLAP,NO,YES,,2652,,NO
poking_with_penis,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,1014,ACTION_INTERACTION,NO
mismatched_nipple_piercing,P1_SPECIAL_OR_OVERLAP,YES,YES,COLOR_APPEARANCE,1147,IMPLEMENT_OBJECT,NO
imminent_bestiality,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,494,CONTEXT_MODIFIER,NO
armpit_cutout,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2204,CLOTHING_EXPOSURE,NO
hair_on_penis,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,1016,DIRECT_COMPOSITE,NO
leotard_aside,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2224,CLOTHING_EXPOSURE,NO
presenting_own_anus,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,839,POSE_COMPOSITION,NO
horse_pussy,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1101,,NO
cmnf,P1_SPECIAL_OR_OVERLAP,NO,YES,,2267,,NO
