identity_key,priority_band,is_general,is_special,general_primary_path,special_id,generation_family,issue104_risk
unworn_thighhigh_on_penis,P1_SPECIAL_OR_OVERLAP,NO,YES,,1533,,NO
gimp_suit,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/COSTUME,1827,RESTRAINT_IMPLEMENT,NO
see_through,P1_SPECIAL_OR_OVERLAP,NO,YES,,2134,,NO
impregnation,P1_SPECIAL_OR_OVERLAP,YES,YES,LIVING_NATURE/CREATURE,2185,REPRO_BODY_STATE,NO
tapegag,P1_SPECIAL_OR_OVERLAP,NO,YES,,2693,,NO
pajamas_pull,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2237,CLOTHING_EXPOSURE,NO
pee_stain,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1984,FLUID_STATE_ACTION,NO
gaping,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,1758,BODY_STATE,NO
x_pasties,P1_SPECIAL_OR_OVERLAP,NO,YES,,2577,,NO
pet_play,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,1921,RELATION_ROLE_CONTEXT,NO
mutilation,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1777,DAMAGE_STATE_ACTION,NO
penis_outside,P1_SPECIAL_OR_OVERLAP,NO,YES,,1394,,NO
orgasmic_expression,P1_SPECIAL_OR_OVERLAP,NO,YES,,655,,NO
completely_naked,P1_SPECIAL_OR_OVERLAP,NO,YES,,639,,NO
teabagging,P1_SPECIAL_OR_OVERLAP,NO,YES,,1683,,NO
kimono_lift,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2221,CLOTHING_EXPOSURE,NO
untied_bikini_bottom,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2060,CLOTHING_EXPOSURE,NO
penis_bite,P1_SPECIAL_OR_OVERLAP,NO,YES,,1514,,NO
smelling_underwear,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,2336,ACTION_INTERACTION,NO
pee,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1983,FLUID_STATE_ACTION,NO
licking_another's_pussy_juice,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,1118,ACTION_INTERACTION,NO
legs_bound_apart,P1_SPECIAL_OR_OVERLAP,YES,YES,POSE_MOVEMENT,1919,RESTRAINT_ACTION,NO
asymmetrical_docking,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,2382,ACTION_INTERACTION,NO
penis_peek,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,579,BODY_ATTRIBUTE,NO
sperm,P1_SPECIAL_OR_OVERLAP,NO,YES,,1250,,NO
green_anus,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1216,,NO
linked_gag,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/ACCESSORY,2516,RESTRAINT_IMPLEMENT,NO
porn,P1_SPECIAL_OR_OVERLAP,NO,YES,,1710,,NO
holding_another's_legs_back,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,2972,POSE_COMPOSITION,NO
tape_maebari,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/ACCESSORY,2416,,NO
bondage_outfit,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/COSTUME,1817,RESTRAINT_IMPLEMENT,NO
kissing_penis,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,689,ACTION_INTERACTION,NO
nipple_slip,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,670,BODY_ATTRIBUTE,NO
hand_on_own_crotch,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,2862,ACTION_INTERACTION,NO
neglect_play,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,1920,RESTRAINT_ACTION,NO
non_con,P1_SPECIAL_OR_OVERLAP,NO,YES,,447,,NO
no_anus,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,948,BODY_ATTRIBUTE,NO
bound,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,1898,RESTRAINT_ACTION,NO
onahole_job_invitation,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,1187,CONTEXT_MODIFIER,NO
improvised_gag,P1_SPECIAL_OR_OVERLAP,YES,YES,LIVING_NATURE/CREATURE,2511,RESTRAINT_IMPLEMENT,NO
above_cleavage_cutout,P1_SPECIAL_OR_OVERLAP,NO,YES,,2587,,NO
breeding,P1_SPECIAL_OR_OVERLAP,NO,YES,,2187,,NO
grabbing_another's_ass,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,34,ACTION_INTERACTION,NO
blindfold_slip,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2450,,NO
nipple_weights,P1_SPECIAL_OR_OVERLAP,YES,YES,OBJECT_PROP,1077,,NO
bound_arms,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,1900,RESTRAINT_ACTION,NO
mutual_fingering,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,897,MULTI_ACTOR_INTERACTION,NO
spread_legs,P1_SPECIAL_OR_OVERLAP,YES,YES,POSE_MOVEMENT,2360,POSE_COMPOSITION,NO
testicle_licking,P1_SPECIAL_OR_OVERLAP,NO,YES,,1437,,NO
human_dog,P1_SPECIAL_OR_OVERLAP,YES,YES,PERSON_COUNT,1916,RELATION_ROLE_CONTEXT,NO
fire_play,P1_SPECIAL_OR_OVERLAP,NO,YES,,1971,,NO
thong,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/EVERYDAY,2122,CLOTHING_EXPOSURE,NO
imminent_gangbang,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,833,CONTEXT_MODIFIER,NO
covered_anus,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,795,,NO
public_use,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,2152,SCENE_CONTEXT,NO
pussy_press,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,930,,NO
semen_on_body,P1_SPECIAL_OR_OVERLAP,NO,YES,,1278,,NO
breast_slip,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,668,BODY_ATTRIBUTE,NO
vaginal_intercourse,P1_SPECIAL_OR_OVERLAP,NO,YES,,544,,NO
uterus_view,P1_SPECIAL_OR_OVERLAP,NO,YES,,2189,,NO
torso_grab,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,61,ACTION_INTERACTION,NO
anal_creampie,P1_SPECIAL_OR_OVERLAP,NO,YES,,1316,,NO
urethra_play,P1_SPECIAL_OR_OVERLAP,NO,YES,,222,,NO
spiked_cock_ring,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/ACCESSORY,1129,,NO
spiked_penis,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,830,,NO
breasts_outside,P1_SPECIAL_OR_OVERLAP,NO,YES,,2651,,NO
forced_intercourse,P1_SPECIAL_OR_OVERLAP,NO,YES,,446,,NO
pussy_juice_in_container,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1177,,NO
shirikoki,P1_SPECIAL_OR_OVERLAP,NO,YES,,1654,,NO
female_footjob,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,528,ACTION_INTERACTION,NO
breast_covering,P1_SPECIAL_OR_OVERLAP,NO,YES,,2665,,NO
breast_outside,P1_SPECIAL_OR_OVERLAP,NO,YES,,2727,,NO
clitoris_tweak,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,952,,NO
upright_69,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,65,POSE_COMPOSITION,NO
naked_suspenders,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2294,CLOTHING_EXPOSURE,NO
womb_view,P1_SPECIAL_OR_OVERLAP,NO,YES,,2012,,NO
beheading,P1_SPECIAL_OR_OVERLAP,NO,YES,,1735,,NO
uncensored_genitals,P1_SPECIAL_OR_OVERLAP,NO,YES,,1716,,NO
lace-trimmed_blindfold,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/ACCESSORY,2449,RESTRAINT_IMPLEMENT,NO
torture,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,421,RESTRAINT_ACTION,NO
sleep_molestation,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,432,RELATION_ROLE_CONTEXT,NO
climaxing,P1_SPECIAL_OR_OVERLAP,NO,YES,,651,,NO
glansjob,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,33,ACTION_INTERACTION,NO
standing_anilingus,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,894,,NO
lactation,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,2194,FLUID_STATE_ACTION,NO
mating_(animal),P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,493,NONHUMAN_INTERACTION,NO
public_urination,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,2924,FLUID_STATE_ACTION,NO
straddle_penis,P1_SPECIAL_OR_OVERLAP,NO,YES,,1375,,NO
grabbing_breasts,P1_SPECIAL_OR_OVERLAP,NO,YES,,2649,,NO
padlocked_chastity_cage,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/EVERYDAY,921,RESTRAINT_IMPLEMENT,NO
crotchrope,P1_SPECIAL_OR_OVERLAP,NO,YES,,2691,,NO
tail_bondage,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,2479,,NO
breasts_squeezed_together,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,2803,BODY_STATE,NO
ass_play,P1_SPECIAL_OR_OVERLAP,NO,YES,,165,,NO
pussy_focus,P1_SPECIAL_OR_OVERLAP,YES,YES,COMPOSITION_CAMERA,515,POSE_COMPOSITION,NO
after_oral,P1_SPECIAL_OR_OVERLAP,NO,YES,,112,,NO
femdom,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,2182,RELATION_ROLE_CONTEXT,NO
scylla,P1_SPECIAL_OR_OVERLAP,YES,YES,LIVING_NATURE/CREATURE,1874,NONHUMAN_INTERACTION,NO
unworn_sock_on_penis,P1_SPECIAL_OR_OVERLAP,NO,YES,,1532,,NO
cross_section,P1_SPECIAL_OR_OVERLAP,NO,YES,,2013,,NO
