identity_key,priority_band,is_general,is_special,general_primary_path,general_status,general_confidence,special_id,generation_family,generation_role,issue104_risk,prior_evidence,sample_rank,reviewed_class,review_status,review_reason
colored_pubic_hair,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,2740,BODY_ATTRIBUTE,body_target_or_attribute,NO,,2f03cfdab82822640ac863ce46b9f1554fefeb1eea4c9b2dfc605e755de31753,,,
thick_penis,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1382,,,NO,,2f0e600f56f8cff594e79f8dd463496601de2df6a6fba7afdab6bf62b6ed0d62,,,
leg_cutout,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,2223,CLOTHING_EXPOSURE,visual_state,NO,,2f28d6d91f03b985435dc1bc0b35fc97c430b95b68a8a5539ea556988438391e,,,
caressing_testicles,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,685,ACTION_INTERACTION,action,NO,,2f63136a282ccabfe812904bff36920773bd7024a6b571663aa1aa1e9083a799,,,
nipple_sleeve,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1522,,,NO,,2f9038363c996e1b3dc99d223c54a7b152221530ca86d8746dea213b8f9995f4,,,
nude_overalls,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2586,,,NO,,2fd1c8045ce5cf1ed0a38a9d74cafb136b22c9008a5439cc267611f17d0b95dc,,,
grabbing_tentacle,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,,HIGH,1867,NONHUMAN_INTERACTION,compound_concept,NO,,30014a37725aa353e63b9c5ece149865982b059014dc5dc8b8c3a6c6e54d3144,,,
ropebondage,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2669,,,NO,,301186198d84d821c272369eb2a877290f7b22dfb840f9fd1cc39926b1804f09,,,
nipple_tweak,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,47,ACTION_INTERACTION,action,NO,,30417ae92879eb318b08d71c27464b3811c2df0290351f86b29e553a44b4cb81,,,
shotadom,P1_SPECIAL_OR_OVERLAP,YES,YES,PERSON_COUNT,,HIGH,1239,RELATION_ROLE_CONTEXT,context,NO,,304bd106e9aae2ccf3e5f6b3734169d91702e357e2f6df26b934ea37b9972fea,,,
semen_on_breasts,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1292,,,NO,,30551cd6a05e4567cf1877ada218f43532666102389220a8079021cb7ab18519,,,
penis_over_eyes,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,772,DIRECT_COMPOSITE,spatial_relation,NO,,3059b5642d255015cb0daeec7db6583792b52b5ff7d03200f22d8f812b7aa3f9,,,
necktie_grab,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,,HIGH,2309,CLOTHING_EXPOSURE,visual_state,NO,,305f5f88322dd329538a01250b65636e13bd897b3faa31515919f9067829ef8e,,,
vagina_dentata,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,MEDIUM,1210,,,NO,,306d6be6a2d6a8361fb15558ca37a7a089b3677c61bb05d39913c955deb64727,,,
genital_stretching,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,205,,semantic_support,NO,,306f4d9e36a55f68d7c9750e3503c8087a755c388aa83f7936b39e3103428e41,,,
walk-in,P1_SPECIAL_OR_OVERLAP,YES,YES,PLACE_BACKGROUND,,HIGH,2154,SCENE_CONTEXT,scene_context,NO,,308c1b9d63486c08014fa5988e2f152acf51d6c17b4c5c02ea2aa4c9f6241c07,,,
bootjob,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1679,,,NO,,309a960b476bdf830d8fb8ff542f044a64927a81c17a81e1e872b1e7d39e0c6c,,,
naked_towel,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,2108,CLOTHING_EXPOSURE,visual_state,NO,,309fbfb582e513926a899f736f85da7796a5964f5e55699542e814390be56529,,,
alcohol_between_breasts,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2710,,,NO,,30a20f87aeb3aee0501e60412eedfbb1f3b3e9a2fe671085b87ce4c0548af862,,,
futasub,P1_SPECIAL_OR_OVERLAP,YES,YES,PERSON_COUNT,,MEDIUM,2368,RELATION_ROLE_CONTEXT,context,NO,,30bb590641bff724a79878184ab0e6f06deb18df1f418243f6a751bb4de93016,,,
presenting_own_ass,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,2847,POSE_COMPOSITION,pose_camera,NO,,30be31a0978ffaa7cda81b57e608ef0ba32c746c0fe4a73ba9b7f6ce8a2fa695,,,
princess_plug,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1671,,,NO,,30d5bd3738d7e1829bde55845e813740f05886dda95a8bf7364de5a4db6b165f,,,
looking_at_penis,P1_SPECIAL_OR_OVERLAP,YES,YES,GAZE_ORIENTATION,,HIGH,735,ACTION_INTERACTION,action,NO,,30d99c469efc6fc4453b2c7d5428e542a010ecfaf4b205751e6ae29c780f6911,,,
penis_chart,P1_SPECIAL_OR_OVERLAP,YES,YES,TEXT_SYMBOL/SYMBOL,,HIGH,1021,BODY_ATTRIBUTE,body_target_or_attribute,NO,,30e5c9151be4b72db71f9d30d82d9cb91bc2254935b4824997c7f02b5e5cf337,,,
urethra,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,213,BODY_ATTRIBUTE,body_target_or_attribute,NO,,30ec7e48824090422c5e5ea34687c795eafeaddcb5a741bd5ceb2c6c7950b023,,,
fingering_through_panties,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,176,INSERTION_STRUCTURED,bodypart_action,NO,,30faac6e3fa3ca0387f82717858311ffb4474b42281b7b1676be82e57f3961ba,,,
reverse_ryona,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,631,RESTRAINT_ACTION,restraint_action,NO,,3104d1fa8844b851ca9daf73345770dc8e665fb1b872a2c75fa75798323fbfd9,,,
bukakke,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1620,,,NO,,317d0c7f2bcfba19444555b8ca1db7e1f5a48c774e57692eba42908a2edb7d32,,,
butt_plug_tail,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1632,,,NO,,3186393559ccdf5fa201d60c16e8feae1d5235204fdb072ecad32b45adfdc4b0,,,
star_maebari,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/ACCESSORY,,HIGH,2478,,,NO,,318b300c0309af2f9c712997128eaee238982ee332c4ef4fe54d69704cb3c78d,,,
three_way,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,258,,semantic_support,NO,,319300825115d6b607b7dcd062a9160d94787598fe981e1330083d53448d3bac,,,
grabbing_own_ass,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,2827,ACTION_INTERACTION,action,NO,,31ae82e412e510e127ae5ed5f461f21007b64cb4822f7a0d4bb8bebfda4c10e8,,,
nude_shirt,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2543,,,NO,,31b065201719bd92951097fac44466065ff773a7e6fdccc34eb014f629b2c5f0,,,
reverse_bunnysuit,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/EVERYDAY,,HIGH,2118,CLOTHING_EXPOSURE,visual_state,NO,,31c4d8af5334b37b28443254ab71556ca13ab4a51f4ebf609874ce087f7f936f,,,
have_to_pee,P1_SPECIAL_OR_OVERLAP,YES,YES,EXPRESSION_EMOTION,,HIGH,1979,FLUID_STATE_ACTION,effect_or_action,NO,,31d4f58e5e78f200c452d8921b95ec120f6b9f86741ef2d5b1f5fe6b197459b9,,,
v_over_crotch,P1_SPECIAL_OR_OVERLAP,YES,YES,TEXT_SYMBOL/SYMBOL,,HIGH,2973,CLOTHING_EXPOSURE,visual_state,NO,,31eeb5d12ac2a590de1a0d94949df2226ff0148c172dde7fe325983b668285b5,,,
penis-shaped_jewelry,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/ACCESSORY,,HIGH,1207,,,NO,,31f1fd4f9dbbc59a34ccf3947a9ed568bd0becc83b3c37a4bdf23619343cc025,,,
dickgirl,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1601,,,NO,,320e3f658c5fec802f9c15fb36e5f4854bfcd76e52aa7690cb6e925bdf6be397,,,
nude_scarf,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2590,,,NO,,322038d0af3fbdb18038283df0d559498be60eac6baa64324f2c16ef9e71c9dc,,,
growing_breasts,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2700,,,NO,,32240eba0b6a9bfb0d3c3b371bc646e7382d76b03e894d9ee1bf975f3c36b525,,,
clothed_male_naked_male,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2588,,,NO,,3265ac3a760766840650e39bc197c4acda7c8fe7af9107a72d9ea4dc841478c8,,,
crotch_stomp,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2718,,,NO,,32706bb578090cf9f35a08fa99e9ccca2567f4c5d29071662b14dea5117115b5,,,
semen_on_pecs,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1424,,,NO,,328b42019a4a3b46aa4473ba144c54555b48e147ac49e882db3d5c32e70efd98,,,
zenra,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,664,SCENE_CONTEXT,scene_context,NO,,32a7405b4ea2e43756e37097ada1b052a588162e2fea188597e7bcf4b581d624,,,
autofellatio,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,704,SELF_ACTION,action,NO,,33014607bd0f0f68b0d501102b36f02bb62e62512e98330bceeeb8adc3c3f324,,,
clitoris_ring,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,MEDIUM,837,,,NO,,331a7c83efc1831d145101f1998ac2cc81667bd5b6f1828a13a56a6f00f5dc50,,,
animal_insertion,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,492,NONHUMAN_INTERACTION,compound_concept,NO,,3320dedb93df18aff3dd91118287db8152b9a3439b89ba40e96dcd6fa517358c,,,
naked_jacket,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,2287,CLOTHING_EXPOSURE,visual_state,NO,,3331b784c8e1d54cea4f4bba65518055e7fe918ca2846151a62a42981fd3156e,,,
blue_pussy,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,896,,,NO,,33356b3136a01e67c8b5025b6cee624bfe336e62caf951296e11ee0dad6731e8,,,
blood_pool,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1780,,,NO,,333afe9f302e22c3d51ce425a4cc88ecbbd80af87b69b7d67f4d3a96eba619e5,,,
shrimp_tie,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/EVERYDAY,,HIGH,1932,RESTRAINT_ACTION,restraint_action,NO,,33676db3ba8558a60aa9a460f3fd988a8bfb9fec343774559d184c4c5d60b532,,,
penis_to_breast,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,789,DIRECT_COMPOSITE,compound_visual,NO,,338812325e2ba74d5f52c865cf8aa38c1271c3a5b575ca6a0b2926c3c7b08b13,,,
clitoris,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,2016,BODY_ATTRIBUTE,body_target_or_attribute,NO,,338b52b4b8c44b9c819493fe1397842410049907f5a148e2899a9dae5e778498,,,
18+,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1694,,semantic_support,NO,,33909d4fc152ecf918828e6940cf8718c491299cba90843ac729b71386b214b9,,,
over_the_mouth_gagged,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2601,,,NO,,3393e11787f8e760552f14bdf73d12ea482b9fffaf61a0f25979580103062c14,,,
bruise_on_ass,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,2957,BODY_STATE,body_state,NO,,3399546b91d6f8ca0a1973b947619f86fb02cf5026677006da209c51b3897077,,,
naked_vest,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,2468,,,NO,,33c6a06ec1ce18d85b156c25aceb17e0e356ab79ecd8c9632bd928c759474c60,,,
tentacle_fucking,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,330,,semantic_support,NO,,33dbbce0ae84d99bc26814a3edaa334e7c7a81bc1e6a4c1fe24b3f9f13d380a1,,,
shimaidon_(sex),P1_SPECIAL_OR_OVERLAP,NO,YES,,,,244,,,NO,,33ebb8265c2dfbed0eb1a73e105e19cfd2117239bd58b954db18fede198cbf42,,,
ejaculating_while_penetrated,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,365,FLUID_STATE_ACTION,effect_or_action,NO,,33fea7ce97afe2634f5019c6e91f495547e3bc1be59170760a5923902adfcf60,,,
mechanical_restraints,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1801,,semantic_support,NO,,340f978486fb96940cf03241f41f179dd1a673cb05ab73dd98e1892e3dfaa2de,,,
naked_apron,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,2107,CLOTHING_EXPOSURE,visual_state,NO,,3443316f10782e9e77fe7686f874d8fdcd8f6d13386815159208a3c2b6691e91,,,
disembowelment,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,1773,DAMAGE_STATE_ACTION,state_or_action,NO,,3457b0393a5e5aa508c542d29991d0b67cac85484f6428324e0679b7d68b3de8,,,
extreme_fetish,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,505,,semantic_support,NO,,3471452beefbd8bf51232ee78c9b6aec482365eba8f08bc4c65e25a968432257,,,
grinding,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1643,,,NO,,347269c159d4e922c4fad0b84e12ef4c36b396affb2e0ce3bf88018d73f43a1b,,,
male_pregnancy,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,2928,BODY_STATE,body_state,NO,,34d3597d01e9f1b50c4a64ea33c7144e8c031ea136ac8c6709963edaa7ceee12,,,
analbeads,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1629,,,NO,,34dec72300e5f5196f7d45a638706cb025e89ce17987c22501772cd629c3482d,,,
skirt_peek,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,2876,CLOTHING_EXPOSURE,visual_state,NO,,34e5c04287808e71d66777cf258d7cdbf61a7bbd95b017f193573ea589245ddc,,,
babydoll,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/EVERYDAY,,HIGH,2073,CLOTHING_EXPOSURE,visual_state,NO,,34f52b6e2e50e4c2d4b439a5c03f39180626eab6ae97c558f9f3a6c07d5f79d7,,,
penis_over_one_eye,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,823,DIRECT_COMPOSITE,spatial_relation,NO,,350ae7a58cd5a35d23cf26022b27e5d5fb5da4ca312f1d9de052ac40e486d810,,,
fisting,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,193,INSERTION_STRUCTURED,bodypart_action,NO,,357a9cabb20167612666aeba45fca12c45bdf69091f7a121736d2342471df0fa,,,
jinki-style_restrained,P1_SPECIAL_OR_OVERLAP,YES,YES,,,LOW,2753,,,NO,,3589a34aa1ac46e2e42f3bce2230661540dcfbc786477c983e1a2e8e67fc70a1,,,
cloth_gag,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,,HIGH,2841,RESTRAINT_IMPLEMENT,restraint_implement,NO,,3597233728a2cf91ace2579fca2efde37dfd79950768c51237c7f4e7e855bf67,,,
panties_no,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2128,,semantic_support,NO,,35a8d112a35c483cb9d94063e00e4f0232e539bccf3c90f8ad6d15f9dd8a32a8,,,
scat_play,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,468,,semantic_support,NO,,35ddd012f369e12fca36b339162a9773d82fb948c05806a64076010eee5afe8f,,,
tentacle_as_arm,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2620,,,NO,,35df333fa23c5be57c641e3f0620ee34d14150d99b0cb4b3aee7ff49d39f03bd,,,
sucking_cock,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1282,,,NO,,35df51294d6edd96b187b7d2d74b8db43c303086cb24bfe11567dbf894e76e68,,,
pussy_on_glass,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,1095,DIRECT_COMPOSITE,compound_visual,NO,,3603fc814dec26a59fa15fefdbbfa91a1b75e4420799fd3d54195afe7e139c24,,,
knotgag,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2733,,,NO,,360acb63769c1cdef3786f1ee83ac8a71fd61b70f4b5387fcb63ae7ab07b3b8f,,,
handgag,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2723,,,NO,,360de441036f76cc257077601479422774ac1b2251eed48a259f605e330a64ed,,,
autopaizuri,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,2023,ACTION_INTERACTION,action,NO,,362faed1878a7eb7464b34d07afee2ed12c047d50ad67d2c05652fe7d2e2b634,,,
red_penis,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,1086,,,NO,,363d9541e07b32919d1eef58b33799dd4909d6c5c9e1e55f2725f70f22a53b0d,,,
cfnm,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2266,,,NO,,365f62208d6bdc047a7d60adaf7f510c6f37536cb5a6220433c8134f9c6b356e,,,
lift_shirt,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2755,,,NO,,3662418fbc8ae8f6cb1f2cc3516b74234a7be0c9245b4463b38d53334f969a5c,,,
watersports,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1995,,,NO,,3665e887fcb3eb577551f0bedb061f3429f1db5aa5cd04f5d69785ccd9885c19,,,
preteen,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2354,,semantic_support,NO,,368ba5eb229a00af59cf0cf28093bf6f76d875713468ef5946c4b3f1e455be4a,,,
defecation,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,460,,semantic_support,NO,,368fea43e888969f583ac46a127edb5c27b1f49a47fbbf19338da4275e2aa54b,,,
bound_leg,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,,HIGH,2441,,,NO,,36a3a98d77d1c4af94de83e8d9f363aaf149a102177e7c8c82e50f3dcd2eb01c,,,
vulva,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1249,,,NO,,36aa750309a8aa9c3e70bc9d72294932309f84ccc9990161c6135510aa69d19c,,,
micro_pasties,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/EVERYDAY,,HIGH,2439,CLOTHING_EXPOSURE,visual_state,NO,,36b775d380b6a9d28a80edc67752ff3cc5207d630f0d1af90408e11fbda2630f,,,
saliva_on_penis,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,690,FLUID_STATE_ACTION,effect_or_action,NO,,36bf30633f8463a833566b889cf5196784583f1e3f1567887e1eae3ab1b45a19,,,
unzipped,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,2062,CLOTHING_EXPOSURE,visual_state,NO,,36cfe372fc84a003b21abc307d988845aaf626c88df8803204be6da2a3462551,,,
collar_tug,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,,HIGH,2302,CLOTHING_EXPOSURE,visual_state,NO,,36dfa89195488d9ed2ac67bc65bba58d0ea10016421f214d8bb9bac4eab81a78,,,
clothing_down,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2739,,,NO,,378bcd8cd013010efd2d79513ef703215cda06aea05ee5a2e2bb692d807ce8f7,,,
self_bondage,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,,HIGH,1928,RESTRAINT_ACTION,restraint_action,NO,,379b85d9106140966fa3324b67f5994774d8eaa0759960f6c0e5b280ec761873,,,
panties_visible_through_clothes,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,2886,CLOTHING_EXPOSURE,visual_state,NO,,37a8e6646b52448aaf837ba8caec42c6286e6fb1d498741e6c6d4795c3875922,,,
blue_nipples,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,802,,,NO,,37b4e90eeed5d51a1f7d08e64a84300cdea30586b5db602cc9437336d3c1fdaf,,,
beastiality,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1626,,,NO,,37c8c54974dfe6fe5ad9d6b0819fb0fca39c1b05a101e536d0ecd30bf1961ea7,,,
footjob_with_shoes,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,31,ACTION_INTERACTION,action,NO,,37d5e15ad03f92e2561d79ec587bd63f6850bd67a369741bf2ea28b74a0153b2,,,
adult_content,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1695,,semantic_support,NO,,381f7e2958682e870c731af33f75b2a4b53379035a7711822aadaff0439d5403,,,
nipples_pressed_together,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,899,DIRECT_COMPOSITE,spatial_relation,NO,,3820495cd74314499b56ecf91ccba41eb5b3ed129ba48e814b4dfebb3381ea07,,,
bondage,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,,HIGH,1897,RESTRAINT_ACTION,restraint_action,NO,,3876a13be525c73abc08dba5cd2e0d441ceb4476be526c96ee14b78fd628ecad,,,
blood_from_mouth,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,2822,DAMAGE_STATE_ACTION,state_or_action,NO,,388251eb8d17506b70358cd6a791afb5f58bc9705bf105c3af29fbd6348f59c0,,,
bare_ass,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1810,,semantic_support,NO,,388c3de64c8a033613d8196f511742511ed749c7e6227d6ea8b4be5b47ba65e1,,,
strap-on,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,287,IMPLEMENT_OBJECT,implement,NO,,38b6ab744546da7faf69fa1011568fadfcdea5c45a4e28a33e6f829be7ac1fb6,,,
bouncing_breasts,P1_SPECIAL_OR_OVERLAP,YES,YES,POSE_MOVEMENT,,HIGH,2802,CLOTHING_EXPOSURE,visual_state,NO,,38ddfb6968d53d081bafeaec1eb7c40a11a232a668d7dd5ce44a0aa20bf5ec76,,,
naked_randoseru,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2546,,,NO,,38e0d4b5e902435a8d2c4d7696ee272eff19010ebbd94a4a868271d2473a6bd9,,,
navel_insertion,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,,HIGH,958,,,NO,,38ee48784378757beb261ab3ed01d3cc0dd9f4a89e9b29112cc4ab61fee97fdc,,,
blindfolded,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2663,,,NO,,38f01474d881e6c886af678dcee1760be10cfd4a859300c8e559fc4143d84782,,,
chocolate_on_nipples,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,,HIGH,829,DIRECT_COMPOSITE,compound_visual,NO,,391e326e26c8602547f48f626d087f06a7085bdeef839df75fe62354a7a3d11d,,,
naked_armor,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,2438,,,NO,,392e15c62cb176c68f369ce4d91ca3a7436c41ecb994e18696fa40d0bbf75a14,,,
precum_through_clothes,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,814,,,NO,,3934af8e3fe1f3bb98f6e8cec4f88ad3622d4fc388d25b8ab298305a83fb50f7,,,
black_chastity_cage,P1_SPECIAL_OR_OVERLAP,YES,YES,OBJECT_PROP,,MEDIUM,1066,,,NO,,3942225a9211cdeeadeaa84f0dce15ca223e4aee9d1c3d1d2b729a6b636bd1eb,,,
panty,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2637,,,NO,,3948d7111c0f1823a61f095ceb3ce502386d65ef3a288e7a55cbec1d2401b426,,,
clitoris_peek,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,1023,CLOTHING_EXPOSURE,visual_state,NO,,398b69996c42809bbda8eb0469bb3c584ab6171bd5269668e161a3404f684667,,,
newhalf_with_male,P1_SPECIAL_OR_OVERLAP,YES,YES,PERSON_COUNT,,MEDIUM,2348,RELATION_ROLE_CONTEXT,relation_context,NO,,39ae9657bbd28c7a3b0cdd305deae7ea06ddfef915e4076485241781df6778ce,,,
naked_sleeves,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2530,,,NO,,39d539e844e24b79b63cbde577b9481c4ed90dc18223a5528b8d35e80eb37fe5,,,
tattoo_between_breasts,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,2968,CLOTHING_EXPOSURE,visual_state,NO,,39e2f5ccfaa7b323e20418d5717102766ad1d1861f16f995b551c39423701d7d,,,
strappado,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,1937,RESTRAINT_ACTION,restraint_action,NO,,3a0c91266d1c21e40525fc88df3c47922419d53dfe20e9b2e2f96480d874660e,,,
semen_on_figure,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1509,,,NO,,3a130cfcc3511f7461c143699c1227edebc1b238683447ff32a1ab3d6b473b4f,,,
spread_anus_under_clothes,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,922,CLOTHING_EXPOSURE,visual_state,NO,,3a1fdd3a9ce54ca25d4857267860e19a39299a92fe19df95d74b3b5fa221c524,,,
money_in_cleavage,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2602,,,NO,,3a3cc2a1e7fef05b915f1c5c3a8ca0f64ab47643e17481a1f840e8039c132499,,,
on_side,P1_SPECIAL_OR_OVERLAP,YES,YES,POSE_MOVEMENT,,HIGH,1754,POSE_COMPOSITION,pose_camera,NO,,3a616c3288270e59481656ba62cdd92156ce4fa29569dac3a0dfd00f02fd4cc0,,,
rori,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1576,,,NO,,3a6cf68a6ace5ec9de83f33dc09fabeaf68e892426e5d5f742abecad70837b4c,,,
bustier,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/EVERYDAY,,HIGH,2083,CLOTHING_EXPOSURE,visual_state,NO,,3a7a9407af0eb10e940b94f3d1e2c447184a96ca9ac18c12c667eb1cb324bf23,,,
pectoral_grab,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,,HIGH,702,ACTION_INTERACTION,action,NO,,3a8a30d099fc114d6acb008fb26280179f5d2ba0c3172c34bdd2dbbed302f4ef,,,
