identity_key,priority_band,is_general,is_special,general_primary_path,special_id,generation_family,issue104_risk
reverse_squatting_cowgirl_position,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,125,POSE_COMPOSITION,NO
nipple_zipper,P1_SPECIAL_OR_OVERLAP,YES,YES,OBJECT_PROP,1133,,NO
bite_mark_on_ass,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,2920,BODY_STATE,NO
blood_on_back,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,2944,DAMAGE_STATE_ACTION,NO
shota,P1_SPECIAL_OR_OVERLAP,YES,YES,PERSON_COUNT,724,RELATION_ROLE_CONTEXT,NO
top_pull,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2260,CLOTHING_EXPOSURE,NO
small_nipples,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,821,,NO
anal_beads_pull,P1_SPECIAL_OR_OVERLAP,NO,YES,,1466,,NO
tribadism,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,536,ACTION_INTERACTION,NO
gag_chinstrap,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/ACCESSORY,2951,RESTRAINT_IMPLEMENT,NO
anal_insertion,P1_SPECIAL_OR_OVERLAP,NO,YES,,158,,NO
pov_ass,P1_SPECIAL_OR_OVERLAP,NO,YES,,2660,,NO
small_penis,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,585,BODY_ATTRIBUTE,NO
shoulder_cutout,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2244,CLOTHING_EXPOSURE,NO
grabbing_another's_thighs,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,2836,ACTION_INTERACTION,NO
shirtlift,P1_SPECIAL_OR_OVERLAP,NO,YES,,2773,,NO
smelling,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,2332,ACTION_INTERACTION,NO
low-cut_armhole,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2227,CLOTHING_EXPOSURE,NO
hardcore,P1_SPECIAL_OR_OVERLAP,NO,YES,,1703,,NO
sideboob_cutout,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2408,CLOTHING_EXPOSURE,NO
tentacle_girl,P1_SPECIAL_OR_OVERLAP,YES,YES,PERSON_COUNT,1880,NONHUMAN_INTERACTION,NO
nude_towel,P1_SPECIAL_OR_OVERLAP,NO,YES,,2547,,NO
cross_section_view,P1_SPECIAL_OR_OVERLAP,NO,YES,,2009,,NO
hakama_pull,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2218,CLOTHING_EXPOSURE,NO
navel_fingering,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,998,,NO
backboob,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,2168,BODY_ATTRIBUTE,NO
clitoris_pump,P1_SPECIAL_OR_OVERLAP,NO,YES,,576,,NO
