identity_key,priority_band,is_general,is_special,general_primary_path,special_id,generation_family,issue104_risk
after_rape,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,433,RELATION_ROLE_CONTEXT,NO
areolae,P1_SPECIAL_OR_OVERLAP,NO,YES,,2177,,NO
testicle_tattoo,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1098,BODY_ATTRIBUTE,NO
testicles_under_clothes,P1_SPECIAL_OR_OVERLAP,NO,YES,,1411,,NO
creampie_eating,P1_SPECIAL_OR_OVERLAP,NO,YES,,1550,,NO
visible_genitals,P1_SPECIAL_OR_OVERLAP,NO,YES,,7,,NO
torn_blindfold,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2477,,NO
green_pussy,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1047,,NO
self_stimulation,P1_SPECIAL_OR_OVERLAP,NO,YES,,98,,NO
mechanical_tentacles,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1847,NONHUMAN_INTERACTION,NO
hotdogging,P1_SPECIAL_OR_OVERLAP,NO,YES,,1653,,NO
panty_down,P1_SPECIAL_OR_OVERLAP,NO,YES,,2656,,NO
panties_down,P1_SPECIAL_OR_OVERLAP,NO,YES,,2654,,NO
doggystyle,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,120,POSE_COMPOSITION,NO
naked_chocolate,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2283,CLOTHING_EXPOSURE,NO
arms_under_breasts,P1_SPECIAL_OR_OVERLAP,YES,YES,POSE_MOVEMENT,2820,CLOTHING_EXPOSURE,NO
hair_bondage,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,2446,,NO
cleavegag,P1_SPECIAL_OR_OVERLAP,NO,YES,,2701,,NO
covering_breasts,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2304,CLOTHING_EXPOSURE,NO
shirt_lift,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2052,CLOTHING_EXPOSURE,NO
nopan,P1_SPECIAL_OR_OVERLAP,NO,YES,,2124,,NO
imminent_insertion,P1_SPECIAL_OR_OVERLAP,NO,YES,,1314,,NO
scar_on_ass,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,2947,BODY_STATE,NO
penis_under_clothes,P1_SPECIAL_OR_OVERLAP,NO,YES,,1439,,NO
humbler,P1_SPECIAL_OR_OVERLAP,NO,YES,,1788,,NO
swimsuit_aside,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2056,CLOTHING_EXPOSURE,NO
g-string,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/EVERYDAY,2099,CLOTHING_EXPOSURE,NO
convenient_tentacle,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,1864,,NO
two-footed_footjob,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,62,ACTION_INTERACTION,NO
shibari,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,1929,RESTRAINT_ACTION,NO
erection,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,684,BODY_STATE,NO
eye_gouging,P1_SPECIAL_OR_OVERLAP,NO,YES,,475,,NO
suction_tentacles,P1_SPECIAL_OR_OVERLAP,YES,YES,OBJECT_PROP,1878,NONHUMAN_INTERACTION,NO
highleg_bikini,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/EVERYDAY,2815,CLOTHING_EXPOSURE,NO
penis,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,578,BODY_ATTRIBUTE,NO
bad_vulva,P1_SPECIAL_OR_OVERLAP,YES,YES,STYLE_QUALITY_META,939,BODY_ATTRIBUTE,NO
teen,P1_SPECIAL_OR_OVERLAP,NO,YES,,2355,,NO
grabbing_another's_skirt,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,2308,CLOTHING_EXPOSURE,NO
crotchless_buruma,P1_SPECIAL_OR_OVERLAP,NO,YES,,2126,,NO
blood_from_eyes,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,2840,DAMAGE_STATE_ACTION,NO
between_labia,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,848,,NO
amputation,P1_SPECIAL_OR_OVERLAP,NO,YES,,472,,NO
gimp_mask,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/ACCESSORY,2102,CLOTHING_EXPOSURE,NO
fingering_from_behind,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,816,ACTION_INTERACTION,NO
cuffs,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/ACCESSORY,1822,RESTRAINT_IMPLEMENT,NO
leash,P1_SPECIAL_OR_OVERLAP,YES,YES,OBJECT_PROP/DAILY,1830,RESTRAINT_IMPLEMENT,NO
precum_drip,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,386,FLUID_STATE_ACTION,NO
sideboobs,P1_SPECIAL_OR_OVERLAP,NO,YES,,2641,,NO
pantyshot,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,645,POSE_COMPOSITION,NO
testicle_grab,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,686,ACTION_INTERACTION,NO
boob_grab,P1_SPECIAL_OR_OVERLAP,NO,YES,,2646,,NO
breast_cup,P1_SPECIAL_OR_OVERLAP,NO,YES,,2711,,NO
ryona,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,1958,RESTRAINT_ACTION,NO
posterior_cleavage,P1_SPECIAL_OR_OVERLAP,NO,YES,,2540,,NO
poop,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,458,FLUID_STATE_ACTION,NO
puffy_nipple,P1_SPECIAL_OR_OVERLAP,NO,YES,,1296,,NO
hand_grabbing_both_breasts,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,2982,ACTION_INTERACTION,NO
shackle,P1_SPECIAL_OR_OVERLAP,NO,YES,,2675,,NO
breast_enlargement_pump,P1_SPECIAL_OR_OVERLAP,NO,YES,,575,,NO
incest,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,2320,RELATION_ROLE_CONTEXT,NO
clitoris_clamp,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,1720,RESTRAINT_IMPLEMENT,NO
sexual_coaching,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,800,CONTEXT_MODIFIER,NO
crotchless_clothes,P1_SPECIAL_OR_OVERLAP,NO,YES,,2558,,NO
penis_tattoo,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1064,BODY_ATTRIBUTE,NO
rope_bondage,P1_SPECIAL_OR_OVERLAP,NO,YES,,1942,,NO
artificial_vagina_with_body,P1_SPECIAL_OR_OVERLAP,NO,YES,,1535,,NO
ofuda_on_pussy,P1_SPECIAL_OR_OVERLAP,YES,YES,POSE_MOVEMENT,828,DIRECT_COMPOSITE,NO
after_frottage,P1_SPECIAL_OR_OVERLAP,NO,YES,,69,,NO
huge_ass,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,2804,BODY_STATE,NO
onahole,P1_SPECIAL_OR_OVERLAP,YES,YES,OBJECT_PROP/DAILY,605,IMPLEMENT_OBJECT,NO
smelling_anus,P1_SPECIAL_OR_OVERLAP,NO,YES,,1475,,NO
nipple_licking,P1_SPECIAL_OR_OVERLAP,NO,YES,,1386,,NO
cocks,P1_SPECIAL_OR_OVERLAP,NO,YES,,1572,,NO
