identity_key,candidate_state,reason
adjusting_shoe,ORDINARY_CLEAN,no_new_boundary_cue
adjusting_shorts,ORDINARY_CLEAN,no_new_boundary_cue
adjusting_skirt,ORDINARY_CLEAN,no_new_boundary_cue
adjusting_sleeves,ORDINARY_CLEAN,no_new_boundary_cue
adjusting_sock,ORDINARY_CLEAN,no_new_boundary_cue
adjusting_strap,ORDINARY_CLEAN,no_new_boundary_cue
aerial_battle,ORDINARY_CLEAN,no_new_boundary_cue
aerokinesis,ORDINARY_CLEAN,no_new_boundary_cue
affirmation,ORDINARY_CLEAN,no_new_boundary_cue
after_bathing,ORDINARY_CLEAN,no_new_boundary_cue
after_battle,ORDINARY_CLEAN,no_new_boundary_cue
after_exercise,ORDINARY_CLEAN,no_new_boundary_cue
after_meal,ORDINARY_CLEAN,no_new_boundary_cue
ahoge_grab,ORDINARY_CLEAN,no_new_boundary_cue
ai_ai_gasa,ORDINARY_CLEAN,no_new_boundary_cue
air_guitar,ORDINARY_CLEAN,no_new_boundary_cue
air_hockey,ORDINARY_CLEAN,no_new_boundary_cue
airsoft,ORDINARY_CLEAN,no_new_boundary_cue
akira_slide,ORDINARY_CLEAN,no_new_boundary_cue
alchemy,ORDINARY_CLEAN,no_new_boundary_cue
ambush,ORDINARY_CLEAN,no_new_boundary_cue
american_football_(sport),ORDINARY_CLEAN,no_new_boundary_cue
animal_around_neck,ORDINARY_CLEAN,no_new_boundary_cue
animal_in_mouth,ORDINARY_CLEAN,no_new_boundary_cue
animal_on_arm,ORDINARY_CLEAN,no_new_boundary_cue
animal_on_ass,ORDINARY_CLEAN,no_new_boundary_cue
animal_on_back,ORDINARY_CLEAN,no_new_boundary_cue
animal_on_chest,ORDINARY_CLEAN,no_new_boundary_cue
animal_on_face,ORDINARY_CLEAN,no_new_boundary_cue
animal_on_finger,ORDINARY_CLEAN,no_new_boundary_cue
animal_on_hand,ORDINARY_CLEAN,no_new_boundary_cue
animal_on_head,ORDINARY_CLEAN,no_new_boundary_cue
animal_on_lap,ORDINARY_CLEAN,no_new_boundary_cue
animal_on_leg,ORDINARY_CLEAN,no_new_boundary_cue
animal_on_shoulder,ORDINARY_CLEAN,no_new_boundary_cue
animal_on_stomach,ORDINARY_CLEAN,no_new_boundary_cue
animal_on_weapon,ORDINARY_CLEAN,no_new_boundary_cue
apologizing,ORDINARY_CLEAN,no_new_boundary_cue
apple_on_head,ORDINARY_CLEAN,no_new_boundary_cue
arguing,ORDINARY_CLEAN,no_new_boundary_cue
arima_kinen,ORDINARY_CLEAN,no_new_boundary_cue
arm_around_another's_back,ORDINARY_CLEAN,no_new_boundary_cue
arm_around_neck,ORDINARY_CLEAN,no_new_boundary_cue
arm_around_shoulder,ORDINARY_CLEAN,no_new_boundary_cue
arm_on_another's_head,ORDINARY_CLEAN,no_new_boundary_cue
arm_on_another's_shoulder,ORDINARY_CLEAN,no_new_boundary_cue
arm_pillow,ORDINARY_CLEAN,no_new_boundary_cue
arm_wrestling,ORDINARY_CLEAN,no_new_boundary_cue
armband_grab,ORDINARY_CLEAN,no_new_boundary_cue
armbar,ORDINARY_CLEAN,no_new_boundary_cue
armlock,ORDINARY_CLEAN,no_new_boundary_cue
armpit_carry,ORDINARY_CLEAN,no_new_boundary_cue
arms_around_another's_back,ORDINARY_CLEAN,no_new_boundary_cue
arms_around_neck,ORDINARY_CLEAN,no_new_boundary_cue
arms_on_another's_shoulder,ORDINARY_CLEAN,no_new_boundary_cue
arrest,ORDINARY_CLEAN,no_new_boundary_cue
arrow_in_mouth,ORDINARY_CLEAN,no_new_boundary_cue
arrow_through_apple,ORDINARY_CLEAN,no_new_boundary_cue
arson,ORDINARY_CLEAN,no_new_boundary_cue
ass-to-ass,ORDINARY_CLEAN,no_new_boundary_cue
ass_clap,ORDINARY_CLEAN,no_new_boundary_cue
ass_shake,ORDINARY_CLEAN,no_new_boundary_cue
ass_smack,ORDINARY_CLEAN,no_new_boundary_cue
assassination,ORDINARY_CLEAN,no_new_boundary_cue
assembling,ORDINARY_CLEAN,no_new_boundary_cue
assisted_carrying,ORDINARY_CLEAN,no_new_boundary_cue
assisted_stretching,ORDINARY_CLEAN,no_new_boundary_cue
at_gunpoint,ORDINARY_CLEAN,no_new_boundary_cue
at_knifepoint,ORDINARY_CLEAN,no_new_boundary_cue
atmospheric_reentry,ORDINARY_CLEAN,no_new_boundary_cue
attempted_suicide,ORDINARY_CLEAN,no_new_boundary_cue
auction,ORDINARY_CLEAN,no_new_boundary_cue
aura_sphere_(pokemon),ORDINARY_CLEAN,no_new_boundary_cue
autodefenestration,ORDINARY_CLEAN,no_new_boundary_cue
awooo,ORDINARY_CLEAN,no_new_boundary_cue
babydoll_hold,ORDINARY_CLEAN,no_new_boundary_cue
babydoll_lift,ORDINARY_CLEAN,no_new_boundary_cue
babydoll_pull,ORDINARY_CLEAN,no_new_boundary_cue
babydoll_tug,ORDINARY_CLEAN,no_new_boundary_cue
babywearing,ORDINARY_CLEAN,no_new_boundary_cue
backbreaker,ORDINARY_CLEAN,no_new_boundary_cue
backstab,ORDINARY_CLEAN,no_new_boundary_cue
bad_singing,ORDINARY_CLEAN,no_new_boundary_cue
badminton,ORDINARY_CLEAN,no_new_boundary_cue
baking,ORDINARY_CLEAN,no_new_boundary_cue
bakunetsu_god_finger,ORDINARY_CLEAN,no_new_boundary_cue
balancing_on_finger,ORDINARY_CLEAN,no_new_boundary_cue
balancing_on_head,ORDINARY_CLEAN,no_new_boundary_cue
ballet,ORDINARY_CLEAN,no_new_boundary_cue
ballroom_dancing,ORDINARY_CLEAN,no_new_boundary_cue
banana_in_mouth,ORDINARY_CLEAN,no_new_boundary_cue
bandage_in_mouth,ORDINARY_CLEAN,no_new_boundary_cue
bang_(gesture),ORDINARY_CLEAN,no_new_boundary_cue
banging,ORDINARY_CLEAN,no_new_boundary_cue
banquet,ORDINARY_CLEAN,no_new_boundary_cue
barking,ORDINARY_CLEAN,no_new_boundary_cue
baseball_(sport),ORDINARY_CLEAN,no_new_boundary_cue
basketball_(sport),ORDINARY_CLEAN,no_new_boundary_cue
bathing,ORDINARY_CLEAN,no_new_boundary_cue
battle,ORDINARY_CLEAN,no_new_boundary_cue
beach_volleyball,ORDINARY_CLEAN,no_new_boundary_cue
beak_hold,ORDINARY_CLEAN,no_new_boundary_cue
bearhug,ORDINARY_CLEAN,no_new_boundary_cue
beckoning,ORDINARY_CLEAN,no_new_boundary_cue
bedtime_story,ORDINARY_CLEAN,no_new_boundary_cue
begging,ORDINARY_CLEAN,no_new_boundary_cue
being_late,ORDINARY_CLEAN,no_new_boundary_cue
bell_ringing,ORDINARY_CLEAN,no_new_boundary_cue
belly-to-belly,ORDINARY_CLEAN,no_new_boundary_cue
belly_press,ORDINARY_CLEAN,no_new_boundary_cue
belly_riding,ORDINARY_CLEAN,no_new_boundary_cue
betrayal,ORDINARY_CLEAN,no_new_boundary_cue
billiards,ORDINARY_CLEAN,no_new_boundary_cue
bird_on_arm,ORDINARY_CLEAN,no_new_boundary_cue
bird_on_hand,ORDINARY_CLEAN,no_new_boundary_cue
bird_on_head,ORDINARY_CLEAN,no_new_boundary_cue
bird_on_lap,ORDINARY_CLEAN,no_new_boundary_cue
bird_on_leg,ORDINARY_CLEAN,no_new_boundary_cue
bird_on_shoulder,ORDINARY_CLEAN,no_new_boundary_cue
birthday_party,ORDINARY_CLEAN,no_new_boundary_cue
biting,ORDINARY_CLEAN,no_new_boundary_cue
biting_another's_arm,ORDINARY_CLEAN,no_new_boundary_cue
biting_another's_clothes,ORDINARY_CLEAN,no_new_boundary_cue
biting_another's_hand,ORDINARY_CLEAN,no_new_boundary_cue
biting_another's_lip,ORDINARY_CLEAN,no_new_boundary_cue
biting_cheek,ORDINARY_CLEAN,no_new_boundary_cue
biting_clothes,ORDINARY_CLEAN,no_new_boundary_cue
biting_hair,ORDINARY_CLEAN,no_new_boundary_cue
biting_head,ORDINARY_CLEAN,no_new_boundary_cue
biting_neck,ORDINARY_CLEAN,no_new_boundary_cue
biting_own_hand,ORDINARY_CLEAN,no_new_boundary_cue
biting_own_lip,ORDINARY_CLEAN,no_new_boundary_cue
biting_own_thumb,ORDINARY_CLEAN,no_new_boundary_cue
biting_shoulder,ORDINARY_CLEAN,no_new_boundary_cue
bitten,ORDINARY_CLEAN,no_new_boundary_cue
blackmail,ORDINARY_CLEAN,no_new_boundary_cue
blade_catching,ORDINARY_CLEAN,no_new_boundary_cue
blade_to_throat,ORDINARY_CLEAN,no_new_boundary_cue
blocking,ORDINARY_CLEAN,no_new_boundary_cue
blowing,ORDINARY_CLEAN,no_new_boundary_cue
blowing_bubble_gum,ORDINARY_CLEAN,no_new_boundary_cue
blowing_bubbles,ORDINARY_CLEAN,no_new_boundary_cue
blowing_candle,ORDINARY_CLEAN,no_new_boundary_cue
blowing_in_ear,ORDINARY_CLEAN,no_new_boundary_cue
blowing_nose,ORDINARY_CLEAN,no_new_boundary_cue
blowing_on_food,ORDINARY_CLEAN,no_new_boundary_cue
blowing_whistle,ORDINARY_CLEAN,no_new_boundary_cue
blown_away,ORDINARY_CLEAN,no_new_boundary_cue
body_control,ORDINARY_CLEAN,no_new_boundary_cue
body_soaping,ORDINARY_CLEAN,no_new_boundary_cue
boiling,ORDINARY_CLEAN,no_new_boundary_cue
bone_in_mouth,ORDINARY_CLEAN,no_new_boundary_cue
bonk,ORDINARY_CLEAN,no_new_boundary_cue
book_on_head,ORDINARY_CLEAN,no_new_boundary_cue
book_on_lap,ORDINARY_CLEAN,no_new_boundary_cue
book_to_mouth,ORDINARY_CLEAN,no_new_boundary_cue
borrowing_race,ORDINARY_CLEAN,no_new_boundary_cue
boston_crab,ORDINARY_CLEAN,no_new_boundary_cue
bottle_between_thighs,ORDINARY_CLEAN,no_new_boundary_cue
bottle_to_cheek,ORDINARY_CLEAN,no_new_boundary_cue
bouquet_toss,ORDINARY_CLEAN,no_new_boundary_cue
boy_and_girl_sandwich,ORDINARY_CLEAN,no_new_boundary_cue
boy_sandwich,ORDINARY_CLEAN,no_new_boundary_cue
braiding_another's_hair,ORDINARY_CLEAN,no_new_boundary_cue
braiding_hair,ORDINARY_CLEAN,no_new_boundary_cue
braiding_own_hair,ORDINARY_CLEAN,no_new_boundary_cue
brain_injection,ORDINARY_CLEAN,no_new_boundary_cue
bras_d'honneur,ORDINARY_CLEAN,no_new_boundary_cue
bread_eating_race,ORDINARY_CLEAN,no_new_boundary_cue
breaking,ORDINARY_CLEAN,no_new_boundary_cue
breaking_through_wall,ORDINARY_CLEAN,no_new_boundary_cue
breaking_through_window,ORDINARY_CLEAN,no_new_boundary_cue
breath_weapon,ORDINARY_CLEAN,no_new_boundary_cue
breathing_fire,ORDINARY_CLEAN,no_new_boundary_cue
breathing_ice,ORDINARY_CLEAN,no_new_boundary_cue
breathing_on_hands,ORDINARY_CLEAN,no_new_boundary_cue
bribery,ORDINARY_CLEAN,no_new_boundary_cue
broken_hypnosis,ORDINARY_CLEAN,no_new_boundary_cue
broom_guitar,ORDINARY_CLEAN,no_new_boundary_cue
brushing,ORDINARY_CLEAN,no_new_boundary_cue
brushing_another's_hair,ORDINARY_CLEAN,no_new_boundary_cue
brushing_hair,ORDINARY_CLEAN,no_new_boundary_cue
brushing_own_hair,ORDINARY_CLEAN,no_new_boundary_cue
brushing_tail,ORDINARY_CLEAN,no_new_boundary_cue
brushing_teeth,ORDINARY_CLEAN,no_new_boundary_cue
bubble_tea_challenge,ORDINARY_CLEAN,no_new_boundary_cue
bucket_on_head,ORDINARY_CLEAN,no_new_boundary_cue
bucket_spill,ORDINARY_CLEAN,no_new_boundary_cue
bug_hunting,ORDINARY_CLEAN,no_new_boundary_cue
bugles_on_fingers,ORDINARY_CLEAN,no_new_boundary_cue
building_sand_sculpture,ORDINARY_CLEAN,no_new_boundary_cue
building_snowman,ORDINARY_CLEAN,no_new_boundary_cue
bulge_lift,ORDINARY_CLEAN,no_new_boundary_cue
bulge_press,ORDINARY_CLEAN,no_new_boundary_cue
bullet_in_mouth,ORDINARY_CLEAN,no_new_boundary_cue
bumping,ORDINARY_CLEAN,no_new_boundary_cue
bunching_hair,ORDINARY_CLEAN,no_new_boundary_cue
bunny_ears_prank,ORDINARY_CLEAN,no_new_boundary_cue
buried,ORDINARY_CLEAN,no_new_boundary_cue
buried_in_sculpted_sand,ORDINARY_CLEAN,no_new_boundary_cue
burning_at_the_stake,ORDINARY_CLEAN,no_new_boundary_cue
burp,ORDINARY_CLEAN,no_new_boundary_cue
bursting,ORDINARY_CLEAN,no_new_boundary_cue
burying,ORDINARY_CLEAN,no_new_boundary_cue
butt_bump,ORDINARY_CLEAN,no_new_boundary_cue
butt_crush,ORDINARY_CLEAN,no_new_boundary_cue
butterfly_in_eye,ORDINARY_CLEAN,no_new_boundary_cue
butterfly_on_face,ORDINARY_CLEAN,no_new_boundary_cue
butterfly_on_hair,ORDINARY_CLEAN,no_new_boundary_cue
butterfly_on_hand,ORDINARY_CLEAN,no_new_boundary_cue
butterfly_on_head,ORDINARY_CLEAN,no_new_boundary_cue
butterfly_on_mouth,ORDINARY_CLEAN,no_new_boundary_cue
butterfly_on_nose,ORDINARY_CLEAN,no_new_boundary_cue
butterfly_on_shoulder,ORDINARY_CLEAN,no_new_boundary_cue
butterfly_over_eye,ORDINARY_CLEAN,no_new_boundary_cue
buttoning,ORDINARY_CLEAN,no_new_boundary_cue
cake_on_head,ORDINARY_CLEAN,no_new_boundary_cue
calling,ORDINARY_CLEAN,no_new_boundary_cue
can_to_cheek,ORDINARY_CLEAN,no_new_boundary_cue
candle_on_head,ORDINARY_CLEAN,no_new_boundary_cue
candle_on_headwear,ORDINARY_CLEAN,no_new_boundary_cue
cannibalism,ORDINARY_CLEAN,no_new_boundary_cue
captured,ORDINARY_CLEAN,no_new_boundary_cue
car_crash,ORDINARY_CLEAN,no_new_boundary_cue
card_between_fingers,ORDINARY_CLEAN,no_new_boundary_cue
card_in_hat,ORDINARY_CLEAN,no_new_boundary_cue
card_in_mouth,ORDINARY_CLEAN,no_new_boundary_cue
caress,ORDINARY_CLEAN,no_new_boundary_cue
caressing_cheek,ORDINARY_CLEAN,no_new_boundary_cue
carrot_in_pocket,ORDINARY_CLEAN,no_new_boundary_cue
carrot_on_stick,ORDINARY_CLEAN,no_new_boundary_cue
carry_me,ORDINARY_CLEAN,no_new_boundary_cue
carrying,ORDINARY_CLEAN,no_new_boundary_cue
carrying_baby,ORDINARY_CLEAN,no_new_boundary_cue
carrying_multiple_people,ORDINARY_CLEAN,no_new_boundary_cue
carrying_over_shoulder,ORDINARY_CLEAN,no_new_boundary_cue
carrying_overhead,ORDINARY_CLEAN,no_new_boundary_cue
carrying_person,ORDINARY_CLEAN,no_new_boundary_cue
carrying_under_arm,ORDINARY_CLEAN,no_new_boundary_cue
casing_ejection,ORDINARY_CLEAN,no_new_boundary_cue
casting_spell,ORDINARY_CLEAN,no_new_boundary_cue
cat_on_chest,ORDINARY_CLEAN,no_new_boundary_cue
cat_on_head,ORDINARY_CLEAN,no_new_boundary_cue
cat_on_keyboard,ORDINARY_CLEAN,no_new_boundary_cue
cat_on_lap,ORDINARY_CLEAN,no_new_boundary_cue
cat_on_person,ORDINARY_CLEAN,no_new_boundary_cue
cat_on_shoulder,ORDINARY_CLEAN,no_new_boundary_cue
catching,ORDINARY_CLEAN,no_new_boundary_cue
catfight,ORDINARY_CLEAN,no_new_boundary_cue
celebration,ORDINARY_CLEAN,no_new_boundary_cue
chained,ORDINARY_CLEAN,no_new_boundary_cue
character_transformation,ORDINARY_CLEAN,no_new_boundary_cue
chasing,ORDINARY_CLEAN,no_new_boundary_cue
cheating_(competitive),ORDINARY_CLEAN,no_new_boundary_cue
checking_pulse,ORDINARY_CLEAN,no_new_boundary_cue
checkout_(shopping),ORDINARY_CLEAN,no_new_boundary_cue
cheek-to-cheek,ORDINARY_CLEAN,no_new_boundary_cue
cheek_on_glass,ORDINARY_CLEAN,no_new_boundary_cue
cheek_pinching,ORDINARY_CLEAN,no_new_boundary_cue
cheek_poking,ORDINARY_CLEAN,no_new_boundary_cue
cheek_press,ORDINARY_CLEAN,no_new_boundary_cue
cheek_pull,ORDINARY_CLEAN,no_new_boundary_cue
cheek_squash,ORDINARY_CLEAN,no_new_boundary_cue
cheering,ORDINARY_CLEAN,no_new_boundary_cue
cherry_stem_knot,ORDINARY_CLEAN,no_new_boundary_cue
chest_on_pillow,ORDINARY_CLEAN,no_new_boundary_cue
chewing,ORDINARY_CLEAN,no_new_boundary_cue
chibi_on_head,ORDINARY_CLEAN,no_new_boundary_cue
chibi_on_shoulder,ORDINARY_CLEAN,no_new_boundary_cue
chidori_(naruto),ORDINARY_CLEAN,no_new_boundary_cue
child_carry,ORDINARY_CLEAN,no_new_boundary_cue
chin_rub,ORDINARY_CLEAN,no_new_boundary_cue
chisato_carrying_takina_(lycoris_recoil),ORDINARY_CLEAN,no_new_boundary_cue
chocolate_on_ass,ORDINARY_CLEAN,no_new_boundary_cue
chocolate_on_clothes,ORDINARY_CLEAN,no_new_boundary_cue
chocolate_on_face,ORDINARY_CLEAN,no_new_boundary_cue
chocolate_on_foot,ORDINARY_CLEAN,no_new_boundary_cue
chocolate_on_hand,ORDINARY_CLEAN,no_new_boundary_cue
chocolate_on_legs,ORDINARY_CLEAN,no_new_boundary_cue
chocolate_on_pectorals,ORDINARY_CLEAN,no_new_boundary_cue
choker_pull,ORDINARY_CLEAN,no_new_boundary_cue
chopsticks_in_mouth,ORDINARY_CLEAN,no_new_boundary_cue
choso_giving_toudou_a_haircut_(meme),ORDINARY_CLEAN,no_new_boundary_cue
chugging,ORDINARY_CLEAN,no_new_boundary_cue
cicada_block_(meme),ORDINARY_CLEAN,no_new_boundary_cue
clapping,ORDINARY_CLEAN,no_new_boundary_cue
clash,ORDINARY_CLEAN,no_new_boundary_cue
climbing,ORDINARY_CLEAN,no_new_boundary_cue
climbing_ladder,ORDINARY_CLEAN,no_new_boundary_cue
climbing_set_(zelda),ORDINARY_CLEAN,no_new_boundary_cue
climbing_tree,ORDINARY_CLEAN,no_new_boundary_cue
climbing_wall,ORDINARY_CLEAN,no_new_boundary_cue
clinging,ORDINARY_CLEAN,no_new_boundary_cue
clipping_another's_nails,ORDINARY_CLEAN,no_new_boundary_cue
clipping_fingernails,ORDINARY_CLEAN,no_new_boundary_cue
clipping_toenails,ORDINARY_CLEAN,no_new_boundary_cue
close-quarters_combat,ORDINARY_CLEAN,no_new_boundary_cue
clothes_blanket,ORDINARY_CLEAN,no_new_boundary_cue
clothes_in_mouth,ORDINARY_CLEAN,no_new_boundary_cue
clothes_theft,ORDINARY_CLEAN,no_new_boundary_cue
clutching_chest,ORDINARY_CLEAN,no_new_boundary_cue
clutching_clothes,ORDINARY_CLEAN,no_new_boundary_cue
clutching_head,ORDINARY_CLEAN,no_new_boundary_cue
coat_grab,ORDINARY_CLEAN,no_new_boundary_cue
coat_hold,ORDINARY_CLEAN,no_new_boundary_cue
coin_flip,ORDINARY_CLEAN,no_new_boundary_cue
collateral_damage,ORDINARY_CLEAN,no_new_boundary_cue
collision,ORDINARY_CLEAN,no_new_boundary_cue
come_hither,ORDINARY_CLEAN,no_new_boundary_cue
comforting,ORDINARY_CLEAN,no_new_boundary_cue
competition,ORDINARY_CLEAN,no_new_boundary_cue
confession,ORDINARY_CLEAN,no_new_boundary_cue
confrontation,ORDINARY_CLEAN,no_new_boundary_cue
constriction,ORDINARY_CLEAN,no_new_boundary_cue
construction,ORDINARY_CLEAN,no_new_boundary_cue
convention_greeting,ORDINARY_CLEAN,no_new_boundary_cue
cooking,ORDINARY_CLEAN,no_new_boundary_cue
cooking_together,ORDINARY_CLEAN,no_new_boundary_cue
cord_pull,ORDINARY_CLEAN,no_new_boundary_cue
coronation,ORDINARY_CLEAN,no_new_boundary_cue
counting,ORDINARY_CLEAN,no_new_boundary_cue
counting_sheep,ORDINARY_CLEAN,no_new_boundary_cue
country_connection,ORDINARY_CLEAN,no_new_boundary_cue
cover_them_up_slut_(meme),ORDINARY_CLEAN,no_new_boundary_cue
cpr,ORDINARY_CLEAN,no_new_boundary_cue
crab_on_head,ORDINARY_CLEAN,no_new_boundary_cue
crab_on_shoulder,ORDINARY_CLEAN,no_new_boundary_cue
cracking_egg,ORDINARY_CLEAN,no_new_boundary_cue
cracking_ground,ORDINARY_CLEAN,no_new_boundary_cue
cracking_knuckles,ORDINARY_CLEAN,no_new_boundary_cue
cradling,ORDINARY_CLEAN,no_new_boundary_cue
cradling_head,ORDINARY_CLEAN,no_new_boundary_cue
cradling_phone,ORDINARY_CLEAN,no_new_boundary_cue
crafting,ORDINARY_CLEAN,no_new_boundary_cue
crash,ORDINARY_CLEAN,no_new_boundary_cue
cream_on_body,ORDINARY_CLEAN,no_new_boundary_cue
cream_on_face,ORDINARY_CLEAN,no_new_boundary_cue
cream_on_hands,ORDINARY_CLEAN,no_new_boundary_cue
creator_and_creation,ORDINARY_CLEAN,no_new_boundary_cue
creator_connection,ORDINARY_CLEAN,no_new_boundary_cue
creature_on_arm,ORDINARY_CLEAN,no_new_boundary_cue
creature_on_hand,ORDINARY_CLEAN,no_new_boundary_cue
creature_on_head,ORDINARY_CLEAN,no_new_boundary_cue
creature_on_lap,ORDINARY_CLEAN,no_new_boundary_cue
creature_on_shoulder,ORDINARY_CLEAN,no_new_boundary_cue
crime_prevention_buzzer_threat,ORDINARY_CLEAN,no_new_boundary_cue
crosscounter,ORDINARY_CLEAN,no_new_boundary_cue
crucifixion,ORDINARY_CLEAN,no_new_boundary_cue
crushing,ORDINARY_CLEAN,no_new_boundary_cue
crushing_food,ORDINARY_CLEAN,no_new_boundary_cue
cryokinesis,ORDINARY_CLEAN,no_new_boundary_cue
cupping_ears,ORDINARY_CLEAN,no_new_boundary_cue
cupping_glass,ORDINARY_CLEAN,no_new_boundary_cue
cupping_hand,ORDINARY_CLEAN,no_new_boundary_cue
cupping_hands,ORDINARY_CLEAN,no_new_boundary_cue
curtain_grab,ORDINARY_CLEAN,no_new_boundary_cue
cutting,ORDINARY_CLEAN,no_new_boundary_cue
cutting_another's_hair,ORDINARY_CLEAN,no_new_boundary_cue
cutting_clothes,ORDINARY_CLEAN,no_new_boundary_cue
cutting_hair,ORDINARY_CLEAN,no_new_boundary_cue
cutting_onions,ORDINARY_CLEAN,no_new_boundary_cue
cutting_own_hair,ORDINARY_CLEAN,no_new_boundary_cue
decorating,ORDINARY_CLEAN,no_new_boundary_cue
decorating_baked_goods,ORDINARY_CLEAN,no_new_boundary_cue
decorating_christmas_tree,ORDINARY_CLEAN,no_new_boundary_cue
defeat,ORDINARY_CLEAN,no_new_boundary_cue
defecating_self,ORDINARY_CLEAN,no_new_boundary_cue
defenestration,ORDINARY_CLEAN,no_new_boundary_cue
deflect,ORDINARY_CLEAN,no_new_boundary_cue
delivery,ORDINARY_CLEAN,no_new_boundary_cue
desk_slam,ORDINARY_CLEAN,no_new_boundary_cue
destruction,ORDINARY_CLEAN,no_new_boundary_cue
diaper_changing,ORDINARY_CLEAN,no_new_boundary_cue
digging,ORDINARY_CLEAN,no_new_boundary_cue
digging_your_own_grave,ORDINARY_CLEAN,no_new_boundary_cue
digimon_on_head,ORDINARY_CLEAN,no_new_boundary_cue
disassembly,ORDINARY_CLEAN,no_new_boundary_cue
dishwashing,ORDINARY_CLEAN,no_new_boundary_cue
dive,ORDINARY_CLEAN,no_new_boundary_cue
diving,ORDINARY_CLEAN,no_new_boundary_cue
diving_block,ORDINARY_CLEAN,no_new_boundary_cue
diving_board,ORDINARY_CLEAN,no_new_boundary_cue
diving_regulator,ORDINARY_CLEAN,no_new_boundary_cue
dodgeball_(sport),ORDINARY_CLEAN,no_new_boundary_cue
dog_on_head,ORDINARY_CLEAN,no_new_boundary_cue
dog_on_lap,ORDINARY_CLEAN,no_new_boundary_cue
dog_shadow_puppet,ORDINARY_CLEAN,no_new_boundary_cue
dogfight,ORDINARY_CLEAN,no_new_boundary_cue
dogpile,ORDINARY_CLEAN,no_new_boundary_cue
doll_on_head,ORDINARY_CLEAN,no_new_boundary_cue
doll_on_shoulder,ORDINARY_CLEAN,no_new_boundary_cue
domestic_violence,ORDINARY_CLEAN,no_new_boundary_cue
double_facepalm,ORDINARY_CLEAN,no_new_boundary_cue
double_finger_gun,ORDINARY_CLEAN,no_new_boundary_cue
double_finger_heart,ORDINARY_CLEAN,no_new_boundary_cue
double_fox_shadow_puppet,ORDINARY_CLEAN,no_new_boundary_cue
double_middle_finger,ORDINARY_CLEAN,no_new_boundary_cue
double_ok_sign,ORDINARY_CLEAN,no_new_boundary_cue
double_shaka_sign,ORDINARY_CLEAN,no_new_boundary_cue
double_thumbs_down,ORDINARY_CLEAN,no_new_boundary_cue
double_thumbs_up,ORDINARY_CLEAN,no_new_boundary_cue
dragon_dance,ORDINARY_CLEAN,no_new_boundary_cue
dragon_fist_(dragon_ball),ORDINARY_CLEAN,no_new_boundary_cue
dragon_on_head,ORDINARY_CLEAN,no_new_boundary_cue
dragon_on_shoulder,ORDINARY_CLEAN,no_new_boundary_cue
drawing_(action),ORDINARY_CLEAN,no_new_boundary_cue
drawing_gun,ORDINARY_CLEAN,no_new_boundary_cue
drawing_on_air,ORDINARY_CLEAN,no_new_boundary_cue
drawing_on_another,ORDINARY_CLEAN,no_new_boundary_cue
drawing_on_another's_face,ORDINARY_CLEAN,no_new_boundary_cue
drawing_on_dirt,ORDINARY_CLEAN,no_new_boundary_cue
drawing_on_fourth_wall,ORDINARY_CLEAN,no_new_boundary_cue
drawing_on_own_face,ORDINARY_CLEAN,no_new_boundary_cue
