identity_key,candidate_cluster,candidate_state,human_intent,review_note
torn_shirt,GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|NONE,FULL_REVIEW_GENERAL_CLOTHING_STATE_EXPOSURE_NONE_V89_BATCH6,,
torn_shoes,GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|NONE,FULL_REVIEW_GENERAL_CLOTHING_STATE_EXPOSURE_NONE_V89_BATCH6,,
torn_shorts,GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|NONE,FULL_REVIEW_GENERAL_CLOTHING_STATE_EXPOSURE_NONE_V89_BATCH6,,
torn_skin,GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|NONE,FULL_REVIEW_GENERAL_CLOTHING_STATE_EXPOSURE_NONE_V89_BATCH6,,
torn_skirt,GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|NONE,FULL_REVIEW_GENERAL_CLOTHING_STATE_EXPOSURE_NONE_V89_BATCH6,,
torn_sleeve,GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|NONE,FULL_REVIEW_GENERAL_CLOTHING_STATE_EXPOSURE_NONE_V89_BATCH6,,
torn_sleeves,GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|NONE,FULL_REVIEW_GENERAL_CLOTHING_STATE_EXPOSURE_NONE_V89_BATCH6,,
torn_socks,GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|NONE,FULL_REVIEW_GENERAL_CLOTHING_STATE_EXPOSURE_NONE_V89_BATCH6,,
torn_straps,GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|NONE,FULL_REVIEW_GENERAL_CLOTHING_STATE_EXPOSURE_NONE_V89_BATCH6,,
torn_stuffed_toy,GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|NONE,FULL_REVIEW_GENERAL_CLOTHING_STATE_EXPOSURE_NONE_V89_BATCH6,,
torn_sweater,GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|NONE,FULL_REVIEW_GENERAL_CLOTHING_STATE_EXPOSURE_NONE_V89_BATCH6,,
torn_tabard,GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|NONE,FULL_REVIEW_GENERAL_CLOTHING_STATE_EXPOSURE_NONE_V89_BATCH6,,
torn_tank_top,GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|NONE,FULL_REVIEW_GENERAL_CLOTHING_STATE_EXPOSURE_NONE_V89_BATCH6,,
torn_thighhighs,GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|NONE,FULL_REVIEW_GENERAL_CLOTHING_STATE_EXPOSURE_NONE_V89_BATCH6,,
torn_tube_top,GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|NONE,FULL_REVIEW_GENERAL_CLOTHING_STATE_EXPOSURE_NONE_V89_BATCH6,,
torn_umbrella,GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|NONE,FULL_REVIEW_GENERAL_CLOTHING_STATE_EXPOSURE_NONE_V89_BATCH6,,
torn_unitard,GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|NONE,FULL_REVIEW_GENERAL_CLOTHING_STATE_EXPOSURE_NONE_V89_BATCH6,,
torn_veil,GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|NONE,FULL_REVIEW_GENERAL_CLOTHING_STATE_EXPOSURE_NONE_V89_BATCH6,,
torn_vest,GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|NONE,FULL_REVIEW_GENERAL_CLOTHING_STATE_EXPOSURE_NONE_V89_BATCH6,,
torn_wings,GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|NONE,FULL_REVIEW_GENERAL_CLOTHING_STATE_EXPOSURE_NONE_V89_BATCH6,,
towel_lift,GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|NONE,FULL_REVIEW_GENERAL_CLOTHING_STATE_EXPOSURE_NONE_V89_BATCH6,,
towel_pull,GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|NONE,FULL_REVIEW_GENERAL_CLOTHING_STATE_EXPOSURE_NONE_V89_BATCH6,,
transforming_clothes,GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|NONE,FULL_REVIEW_GENERAL_CLOTHING_STATE_EXPOSURE_NONE_V89_BATCH6,,
trying_on_clothes,GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|NONE,FULL_REVIEW_GENERAL_CLOTHING_STATE_EXPOSURE_NONE_V89_BATCH6,,
tube_top_lift,GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|NONE,FULL_REVIEW_GENERAL_CLOTHING_STATE_EXPOSURE_NONE_V89_BATCH6,,
tube_top_pull,GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|NONE,FULL_REVIEW_GENERAL_CLOTHING_STATE_EXPOSURE_NONE_V89_BATCH6,,
turtleneck_lift,GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|NONE,FULL_REVIEW_GENERAL_CLOTHING_STATE_EXPOSURE_NONE_V89_BATCH6,,
unbuckled,GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|NONE,FULL_REVIEW_GENERAL_CLOTHING_STATE_EXPOSURE_NONE_V89_BATCH6,,
unbuttoned_dress,GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|NONE,FULL_REVIEW_GENERAL_CLOTHING_STATE_EXPOSURE_NONE_V89_BATCH6,,
unbuttoned_jacket,GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|NONE,FULL_REVIEW_GENERAL_CLOTHING_STATE_EXPOSURE_NONE_V89_BATCH6,,
unbuttoned_shirt,GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|NONE,FULL_REVIEW_GENERAL_CLOTHING_STATE_EXPOSURE_NONE_V89_BATCH6,,
unbuttoned_sleeves,GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|NONE,FULL_REVIEW_GENERAL_CLOTHING_STATE_EXPOSURE_NONE_V89_BATCH6,,
unbuttoning,GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|NONE,FULL_REVIEW_GENERAL_CLOTHING_STATE_EXPOSURE_NONE_V89_BATCH6,,
under_skirt,GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|NONE,FULL_REVIEW_GENERAL_CLOTHING_STATE_EXPOSURE_NONE_V89_BATCH6,,
undershirt_peek,GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|NONE,FULL_REVIEW_GENERAL_CLOTHING_STATE_EXPOSURE_NONE_V89_BATCH6,,
undone_ascot,GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|NONE,FULL_REVIEW_GENERAL_CLOTHING_STATE_EXPOSURE_NONE_V89_BATCH6,,
undone_bowtie,GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|NONE,FULL_REVIEW_GENERAL_CLOTHING_STATE_EXPOSURE_NONE_V89_BATCH6,,
undone_cross_tie,GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|NONE,FULL_REVIEW_GENERAL_CLOTHING_STATE_EXPOSURE_NONE_V89_BATCH6,,
undone_duijin,GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|NONE,FULL_REVIEW_GENERAL_CLOTHING_STATE_EXPOSURE_NONE_V89_BATCH6,,
