row_id,canonical_tag,category,post_count,review_band,primary_copyright,primary_copyright_coverage,current_reason
I70-041946,nelke_to_densetsu_no_renkinjutsushi_tachi,Copyright,90,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041947,oppai_baka,Copyright,90,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041948,pastel_memories,Copyright,90,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041949,pop_mart,Copyright,90,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041950,psycho_soldier,Copyright,90,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041951,ren'ai_saiban_(vocaloid),Copyright,90,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041952,roshutsu-kei_mahou_shoujo,Copyright,90,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041953,sakusei_byoutou,Copyright,90,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041954,siren_(series),Copyright,90,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041955,sousei_no_aquarion,Copyright,90,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041956,star_wars:_the_old_republic,Copyright,90,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041957,study_steady_2,Copyright,90,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041958,super_robot_wars_dd,Copyright,90,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041959,synduality_noir,Copyright,90,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041960,to_heart_2_dungeon_travelers,Copyright,90,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041961,total_war,Copyright,90,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041962,um_jammer_lammy,Copyright,90,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041963,under_the_moon,Copyright,90,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041964,yukkuri_youmu_to_hontou_wa_kowai_cthulhu_shinwa,Copyright,90,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041965,365_days_(love_live!),Copyright,89,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041966,adventurer's_guild_girls,Copyright,89,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041967,aiyoku_no_eustia,Copyright,89,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041968,astral_buddy,Copyright,89,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041969,bohemian_rhapsody,Copyright,89,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041970,catherine:_full_body,Copyright,89,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041971,dance_with_devils,Copyright,89,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041972,dengeki_bunko,Copyright,89,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041973,devil_maker,Copyright,89,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041974,food_girls,Copyright,89,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041975,gentlecats,Copyright,89,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041976,girls_book_maker,Copyright,89,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041977,growlanser_iv,Copyright,89,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041978,gundam_lost_war_chronicles,Copyright,89,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041979,happy_shijo_shugi!,Copyright,89,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041980,hatsuyuki_sakura,Copyright,89,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041981,heart_to_heart!,Copyright,89,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041982,ivan_the_terrible_and_his_son_ivan,Copyright,89,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041983,konakana_2:_konata_yori_kanata_made_ii,Copyright,89,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041984,kuro_games,Copyright,89,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041985,monark,Copyright,89,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041986,ookamiden,Copyright,89,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041987,phantom_breaker,Copyright,89,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041988,pixiv_mahou_gakuen,Copyright,89,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041989,pokemon_super_mystery_dungeon,Copyright,89,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041990,ryuu_ga_gotoku_4,Copyright,89,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041991,shelter_(song),Copyright,89,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041992,star_wars:_the_phantom_menace,Copyright,89,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041993,sword_art_online:_fatal_bullet,Copyright,89,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041994,tensei_colosseum:_saijaku_skill_de_saikyou_no_onna-tachi_wo_kouryaku_shite_dorei_harem_tsukurimasu,Copyright,89,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041995,the_walking_dead,Copyright,89,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041996,waka_okami_wa_shougakusei!,Copyright,89,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041997,zenshuu,Copyright,89,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041998,akihabara_dennou_gumi,Copyright,88,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-041999,angel_flavor,Copyright,88,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042000,armored_core_v,Copyright,88,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042001,asumi-chan_wa_rezu_fuuzoku_ni_kyoumi_ga_arimasu!,Copyright,88,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042002,black_panther_(movie),Copyright,88,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042003,flame_toys,Copyright,88,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042004,funguary,Copyright,88,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042005,gardnerverse,Copyright,88,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042006,geminism,Copyright,88,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042007,gintama_movie_2:_yorozuya_yo_eien_nare,Copyright,88,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042008,hanamusubi_(love_live!),Copyright,88,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042009,heavily_armed_high_school_girls,Copyright,88,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042010,honoo_no_toukyuujo:_dodge_danko,Copyright,88,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042011,iii_(hololive),Copyright,88,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042012,itunes,Copyright,88,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042013,koi_ga_saku_koro_sakura_doki,Copyright,88,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042014,loveless,Copyright,88,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042015,majisuka_gakuen,Copyright,88,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042016,mousou_dairinin,Copyright,88,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042017,nepnep_connect:_chaos_chanpuru,Copyright,88,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042018,odo_(song),Copyright,88,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042019,pokemon_mystery_dungeon:_rescue_team_dx,Copyright,88,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042020,pppp_(vocaloid),Copyright,88,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042021,primal_hearts,Copyright,88,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042022,radiata_stories,Copyright,88,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042023,round1,Copyright,88,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042024,sekaiju_no_meikyuu_x,Copyright,88,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042025,shenmue_iii,Copyright,88,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042027,solitude_rain_(love_live!),Copyright,88,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042028,spider-verse_(comics),Copyright,88,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042029,stellar_theater,Copyright,88,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042030,suzumiya_haruhi_no_tsuisou,Copyright,88,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042031,tears_to_tiara,Copyright,88,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042032,tenkuu_no_yumina,Copyright,88,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042033,ultraman_ace_(series),Copyright,88,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042034,we_love_cold_war,Copyright,88,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042035,yume_miru_kusuri,Copyright,88,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042036,yumeria,Copyright,88,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042037,yuuwaku_scramble,Copyright,88,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042038,ace_combat_5,Copyright,87,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042039,adventurequest,Copyright,87,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042040,aika_r-16,Copyright,87,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042041,aquarium_wa_odoranai,Copyright,87,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042043,blue_reflection_tie,Copyright,87,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042044,book_of_genesis,Copyright,87,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042045,cryptract,Copyright,87,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042046,detroit_metal_city,Copyright,87,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042047,dungeons_&_princess,Copyright,87,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042048,ego_trigger,Copyright,87,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042049,fragile:_sayonara_tsuki_no_haikyo,Copyright,87,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042050,gal_guardians,Copyright,87,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042051,genzai_monogatari,Copyright,87,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042052,hades_project_zeorymer,Copyright,87,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042053,halo:_reach,Copyright,87,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042054,higashi_no_eden,Copyright,87,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042055,kaitou_sentai_lupinranger_vs._keisatsu_sentai_patranger,Copyright,87,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042056,katainaka_no_ossan_kensei_ni_naru,Copyright,87,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042057,kikuru_(vtuber),Copyright,87,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042058,kingsman:_the_secret_service,Copyright,87,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042059,lelie_navigation,Copyright,87,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042060,like_mother_like_daughter,Copyright,87,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042061,momoiro_montage,Copyright,87,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042062,new_mutants,Copyright,87,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042063,oyasumi_sex,Copyright,87,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042064,sefri_no_ichihara_ga_nigashite_kurenai,Copyright,87,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042065,shinken-zemi,Copyright,87,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042066,slow_motion_(vocaloid),Copyright,87,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042067,spectral_souls,Copyright,87,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042069,succubus_prison,Copyright,87,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042070,tenchi_souzou,Copyright,87,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042071,tomoyo_after,Copyright,87,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042072,urayasu_tekkin_kazoku,Copyright,87,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042073,wacky_races,Copyright,87,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042074,yomawari,Copyright,87,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042075,yomiuri_giants,Copyright,87,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042076,yurucamp_movie,Copyright,87,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042077,zombie-ya_reiko,Copyright,87,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042078,aiobahn,Copyright,86,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042079,ben_10:_ultimate_alien,Copyright,86,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042080,blood_alone,Copyright,86,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042081,celebration!_(love_live!),Copyright,86,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042082,chou_megami_shinkou_noire_gekishin_black_heart,Copyright,86,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042083,choushinjiku_game_neptune_unlimited,Copyright,86,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042084,comic_cune,Copyright,86,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042085,dears,Copyright,86,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042086,dennou_tenshi_djibril,Copyright,86,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042087,drag-on_dragoon_2,Copyright,86,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042088,five_nights_at_freddy's:_sister_location,Copyright,86,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042089,fushigi_to_kimi_to_library,Copyright,86,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042090,giri_giri_sisters,Copyright,86,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042091,hakoniwa_keikaku,Copyright,86,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042092,headphone_actor_(vocaloid),Copyright,86,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042093,hospital_rokunin_no_ishi,Copyright,86,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042094,jollibee,Copyright,86,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042095,kitsune_no_oyome-chan,Copyright,86,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042096,let's_go_kaikigumi,Copyright,86,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042097,mahou_shoujo_ikusei_keikaku_jokers,Copyright,86,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042098,mahou_tsukai_tai!,Copyright,86,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042099,makai_tenshi_djibril_2,Copyright,86,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042100,mang-jong,Copyright,86,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042101,mushoku_tensei:_game_ni_nattemo_honki_dasu,Copyright,86,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042102,oshiego_ni_kyouhaku_sareru_no_wa_hanzai_desu_ka?,Copyright,86,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042103,perfect_night_(le_sserafim),Copyright,86,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042104,regular_show,Copyright,86,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042105,romantic_saga_of_beauty_&_devil,Copyright,86,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042106,saimin_kanojo_(ichiyou_moka),Copyright,86,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042107,schoolboy_runaway,Copyright,86,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042108,science_(synthesizer_v),Copyright,86,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042110,shin_megami_tensei:_if...,Copyright,86,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042111,steven_universe:_the_movie,Copyright,86,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042112,tatakae!!_iczer-1,Copyright,86,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042113,tententengokujigokugoku_(aiobahn),Copyright,86,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042114,uchouten_kazoku,Copyright,86,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042115,untitled_goose_game,Copyright,86,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042116,viewtiful_joe,Copyright,86,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042117,wakabayashi-kun_ga_nekasete_kurenai,Copyright,86,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042118,wall-e,Copyright,86,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042119,wicked,Copyright,86,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042120,wind_a_breath_of_heart,Copyright,86,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042121,wjsn,Copyright,86,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042122,asuka_120%,Copyright,85,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042123,battleship_girl,Copyright,85,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042124,birdbrain_(synthesizer_v),Copyright,85,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042125,buckshot_roulette,Copyright,85,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042126,bunnimals,Copyright,85,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042127,changeability_of_strange_dream,Copyright,85,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042128,doko_e_iku_no_ano_hi,Copyright,85,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042129,doom_i,Copyright,85,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042130,eternal_melody,Copyright,85,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042131,eutopia_(love_live!),Copyright,85,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042132,fitness_boxing_feat._hatsune_miku:_isshoni_exercise,Copyright,85,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042133,hanbun_no_tsuki_ga_noboru_sora,Copyright,85,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042134,iriya_no_sora_ufo_no_natsu,Copyright,85,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042135,jogakkou_de_otoko_hitori_na_node_kousoku_de_seiyoku_no_hakeguchi_ni_sareru_nichijou,Copyright,85,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042136,kancolle_arcade,Copyright,85,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042137,koisuru_otome_to_shugo_no_tate,Copyright,85,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042138,liu_yao,Copyright,85,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042139,log_horizon_new_adventure_land,Copyright,85,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042140,lunacid,Copyright,85,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042141,mahou_shoujo_taisen_contest_1,Copyright,85,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042142,mezzo_forte,Copyright,85,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042143,onimusha_soul,Copyright,85,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042144,osananajimi_to_wa_lovecome_ni_naranai,Copyright,85,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042145,pokemon_the_movie:_i_choose_you!,Copyright,85,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042146,rayman_origins,Copyright,85,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042147,re:zero_kara_ayamatsu_isekai_seikatsu,Copyright,85,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042148,real_bout_high_school,Copyright,85,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042149,saigo_ni_hitotsu_dake_onegai_shite_mo_yoroshii_deshou_ka,Copyright,85,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042150,saishuu_heiki_kanojo,Copyright,85,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042151,sangai_senki,Copyright,85,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042152,scrapped_princess,Copyright,85,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042153,soldier_game,Copyright,85,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042154,super_sons,Copyright,85,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042155,tayutau_koi_no_chirigiwa_ni,Copyright,85,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042156,type_moon-ace,Copyright,85,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042157,wish_(disney),Copyright,85,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042158,yokubou_pandora,Copyright,85,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042159,yume_shokuin_to_wasureji_no_kuroi_yousei,Copyright,85,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042160,zelda_ii:_the_adventure_of_link,Copyright,85,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042161,aki_no_urara_no_akane-iro_shoutengai,Copyright,84,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042162,aoi_tori_(purple_software),Copyright,84,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042163,arne_no_jikenbo,Copyright,84,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042164,dakaretai_otoko_1-i_ni_odosarete_imasu.,Copyright,84,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042165,daze_(kagerou_project),Copyright,84,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042166,denki-gai_no_hon'ya-san,Copyright,84,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042167,denkou_choujin_gridman,Copyright,84,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042168,desperado_(yotaro),Copyright,84,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042169,devotion,Copyright,84,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042170,five_nights_at_freddy's_3,Copyright,84,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042171,ievan_polkka_(vocaloid),Copyright,84,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042173,kimi_to_boku,Copyright,84,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042174,kirby's_epic_yarn,Copyright,84,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042175,kizuna_kirameku_koi_iroha,Copyright,84,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042176,koi_kakeru_shin-ai_kanojo,Copyright,84,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042177,lisa_(series),Copyright,84,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042178,madou_monogatari_1-2-3,Copyright,84,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042179,monopoly,Copyright,84,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042180,moshimo_ashita_ga_hare_naraba,Copyright,84,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042181,nekura_megane,Copyright,84,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042182,night_demon,Copyright,84,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042183,okaasan_to_issho,Copyright,84,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042184,one_man's_dream_ii,Copyright,84,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
I70-042185,ore_no_kanojo_ga_bakemono_datta,Copyright,84,COPYRIGHT_SCOPE_FIRST,,,Copyright identity requires scope review
