identity_key,candidate_cluster,candidate_state,human_intent,review_note
hair_lift,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hair_tie_in_mouth,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
half-heart_hands,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_chains,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_glasses,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_grab,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_grip,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_hair,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_in_another's_clothes,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_in_another's_glove,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_in_another's_hair,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_in_another's_pants,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_in_another's_pantyhose,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_in_another's_pocket,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_in_another's_shirt,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_in_clothes,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_in_jacket,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_in_mouth,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_in_own_hair,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_in_own_pantyhose,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_in_pants,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_in_pantyhose,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_in_pocket,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_in_thighhighs,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_milking,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_animal,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_another's_arm,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_another's_ass,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_another's_back,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_another's_cheek,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_another's_chest,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_another's_chin,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_another's_ear,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_another's_face,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_another's_foot,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_another's_forehead,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_another's_hand,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_another's_hat,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_another's_head,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_another's_headwear,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_another's_hip,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_another's_knee,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_another's_leg,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_another's_nape,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_another's_neck,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_another's_shoulder,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_another's_stomach,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_another's_thigh,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_another's_waist,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_another's_wrist,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_bed,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_belt,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_blade,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_book,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_cane,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_chair,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_eyewear,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_floor,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_glass,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_goggles,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_ground,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_handle,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_headphones,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_headset,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_headwear,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_helmet,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_hilt,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_lap,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_mask,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_mirror,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_own_ankle,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_own_arm,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_own_back,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_own_cheek,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_own_chest,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_own_chin,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_own_ear,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
hand_on_own_elbow,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|NONE,FULL_REVIEW_GENERAL_ACTION_INTERACTION_NONE_V78_BATCH4,,
