identity_key,candidate_cluster,candidate_state,human_intent,review_note
explosion_gag,OVERLAP|STYLE_QUALITY_META|META_CONTEXT|RESTRAINT_FETISH,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V105_BATCH3,,
virgin,OVERLAP|STYLE_QUALITY_META|RELATION_ROLE_CONTEXT|RELATIONSHIP_ROLE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V105_BATCH3,,
panel_gag,OVERLAP|STYLE_QUALITY_META|RESTRAINT_IMPLEMENT|RESTRAINT_FETISH,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V105_BATCH3,,
penis_doodle,OVERLAP|TEXT_SYMBOL|(none)|ANATOMY,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V105_BATCH3,,
spoken_impregnation,OVERLAP|TEXT_SYMBOL|(none)|REPRO,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V105_BATCH3,,
penis_chart,OVERLAP|TEXT_SYMBOL|BODY_ATTRIBUTE|ANATOMY,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V105_BATCH3,,
v_over_crotch,OVERLAP|TEXT_SYMBOL|CLOTHING_EXPOSURE|ANATOMY,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V105_BATCH3,,
tally,OVERLAP|TEXT_SYMBOL|RESTRAINT_ACTION|NONE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V105_BATCH3,,
anal_creampie,SPECIAL_ONLY|(none)|(none)|ANATOMY+EXPLICIT_SEX,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V105_BATCH3,,
nipple_fuck,SPECIAL_ONLY|(none)|(none)|ANATOMY+EXPLICIT_SEX,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V105_BATCH3,,
panty_on_penis,SPECIAL_ONLY|(none)|(none)|ANATOMY+EXPOSURE_INTIMATE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V105_BATCH3,,
fuck_me_pasties,SPECIAL_ONLY|(none)|(none)|EXPLICIT_SEX+EXPOSURE_INTIMATE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V105_BATCH3,,
femdom_rape,SPECIAL_ONLY|(none)|(none)|EXPLICIT_SEX+RELATIONSHIP_ROLE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V105_BATCH3,,
panty_gagged,SPECIAL_ONLY|(none)|(none)|EXPOSURE_INTIMATE+RESTRAINT_FETISH,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V105_BATCH3,,
assless_panties,SPECIAL_ONLY|(none)|(none)|EXPOSURE_INTIMATE+SEXUALIZED_CLOTHING,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V105_BATCH3,,
transparent_cleavage,SPECIAL_ONLY|(none)|(none)|EXPOSURE_INTIMATE+SEXUALIZED_CLOTHING,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V105_BATCH3,,
impregnation_request,SPECIAL_ONLY|(none)|(none)|REPRO,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V105_BATCH3,,
cospussy,SPECIAL_ONLY|(none)|BODY_ATTRIBUTE|NONE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V105_BATCH3,,
